_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists,gold_labels
1660,949348,215975,Hallelujah! I Love Her So,Eddie Cochran & Gene Vincent,1988,So You Think You Can Dance Canada,2008.0,Top 16 Results (#4.13),Say (All I Need),drew brown + zach filkins + eddie fisher + brent kutzle + ryan tedder + onerepublic,0
1669,747259,178317,In The Garden / O_ How I Love Jesus (I Love To Tell The Story Album Version),Mark Lowry,0,Parenthood,2010.0,Theres Something I Need to Tell You... (#4.5),Water of Love,mark knopfler + dire straits,0
1681,781400,80024,Get Up I Feel Like Being A Sex Machine (Part 2),James Brown,0,Ein Heim fÃ¼r Tiere,1985.0,Max der Marder (#5.6),You Make Me Feel (Mighty Real),james wirrick + sylvester,0
1683,781400,644308,Get Up I Feel Like Being A Sex Machine (Part 2),James Brown,0,The 420 Movie,2009.0,,Thats What I Like,james blackburn + steve derkson + fingernail juice (james blackburn + isaac mitchell + steve rubio),0
1694,901632,690781,Lightening Strikes,Lou Christie,0,The Wedding Tackle,2000.0,,Lightenin Strikes,lou christie + kind permission of barry collings entertainments,1
1698,895513,316536,O Dieu! que de bijoux...Ah! je ris de me voir,Dame Joan Sutherland / Orchestra of the Royal Opera House_ Covent Garden / Francesco Molinari-Pradelli,0,Wedding Band,2012.0,I Love College (#1.2),Shut Up and Let Me Go,jules de martino/katie white + mother of the bride,0
1711,862768,655711,Green Movement,Ludwig Coenen,0,The Dealer,2006.0,,2nd Movement Allegretto,ludwig van beethoven,0
1712,862768,125988,Green Movement,Ludwig Coenen,0,K-Pop the Ultimate Audition,2012.0,(#1.4),9th Symphony  4th movement,ludwig van beethoven,0
1720,919307,574816,Laulu hÃ¤nnÃ¤ttÃ¶mistÃ¤ perkeleistÃ¤,M.A. Numminen,0,Perkele! Kuvia Suomesta,1971.0,,Laulu huonoista palkoista,m.a. numminen + arja saijonmaa,0
1723,117331,662614,The Whiffenpoof Song (Baa! Baa! Baa!),Rudy Vallee,2007,The Good Shepherd,2006.0,,The Whiffenpoof Song (Baa! Baa! Baa!),george s. pomeroy + meade minnigerode + tod b. galloway + rev. by rudy vallee,1
1729,838233,441960,I Guess The Lord Must Be In New York City,Harry Nilsson,1989,Fog Over Frisco,1934.0,,Why Do I Dream Those Dreams?,harry warren,0
1753,756336,298466,All I Want,Michael W. Smith,2004,Top of the Pops 2,1994.0,TOTP2 Presents the Nineties,(Everything I Do) I Do It for You,bryan adams + michael kamen + robert john lange,0
1754,756336,638354,All I Want,Michael W. Smith,2004,Table for Three,2009.0,,I Found Lovin,johnny flippin / michael walker + released 1984. + the fatback band.,0
1756,756336,179464,All I Want,Michael W. Smith,2004,Pastor Mike Online,2011.0,What Is the Underground Church? (#1.197),Do You Hear What I Hear?,gloria shayne + michael hoggard,0
1761,952952,401229,Gutten i rÃ¸yken,Dumdum Boys,2009,Crossroads,2002.0,,So Have I For You,nikka costa + mike d + matt dike + adam horovitz + beastie boys,0
1789,936598,421304,Put A Little Love In Your Heart (The Big Three),Harry J Allstars,2004,Dramatic School,1938.0,,It Happpened When Your Eyes Met Mine,harry akst,0
1800,957551,149353,Young Love,Sonny James,1959,Mary Tyler Moore,1970.0,And Now  Sitting in for Ted Baxter (#2.9),Love Is All Around,sonny curtis,0
1805,961194,236562,This Can't Be Love,Frank Sinatra_ Dean Martin and Sammy Davis Jr,0,The Avengers,1961.0,Mission to Montreal (#2.5),Love Is a Many-Splendored Thing,sammy fain,0
1834,961240,156176,To My Buddy_ Buddy,Fred Lonberg-Holm Trio,0,MisteRogers Neighborhood,1968.0,1517: Day Care and Night Care (#13.12),Wont You Be My Neighbor?,fred rogers,0
1846,912091,544916,In the Misty Morning / My Life on the Plains,Dave Graney 'N' The Coral Snakes,1992,Moonwalker,1988.0,,Blame It On The Boogie,mick jackson + dave jackson + the jacksons,0
1847,912091,219643,In the Misty Morning / My Life on the Plains,Dave Graney 'N' The Coral Snakes,1992,Sons of Anarchy,2008.0,Hell Followed (#1.9),This Life,curtis stigers + bob thiele jr. + dave kushner + the forest rangers,0
1854,314077,107624,Up Love the Life Line,Texas Radio Band,0,Heartland,2007.0,Broken Heartland (#8.12),Speak of Love,sweet talk radio,0
1885,289581,195160,But You Know I Love You,Dolly Parton,1980,Revealed,2006.0,Dolly Parton,Do I Ever Cross Your Mind,dolly parton,0
1920,912234,154989,Selection: (a) Casimo (b) I Love You (c) You Can Never Blame A Girl For Dreaming (d) Goodbye_ Little Rosebud (e) Wildflower (f) April Blossoms (g) Bambalina (h) Goodbye_ Little Rosebud,The London Theatre Orchestra,0,Miss Fishers Murder Mysteries,2012.0,Game  Set & Murder (#3.7),Whats the Use of Living Without Love,james hanley + joseph mccarthy + king oliver + his orchestra,0
1921,912234,470544,Selection: (a) Casimo (b) I Love You (c) You Can Never Blame A Girl For Dreaming (d) Goodbye_ Little Rosebud (e) Wildflower (f) April Blossoms (g) Bambalina (h) Goodbye_ Little Rosebud,The London Theatre Orchestra,0,Hilary and Jackie,1998.0,,Concerto for Violoncello and Orchestra in E Minor  Opus 85,edward elgar + the philadelphia orchestra + jacqueline du prÃ©,0
1928,912234,675297,Selection: (a) Casimo (b) I Love You (c) You Can Never Blame A Girl For Dreaming (d) Goodbye_ Little Rosebud (e) Wildflower (f) April Blossoms (g) Bambalina (h) Goodbye_ Little Rosebud,The London Theatre Orchestra,0,The Naughty Twenties,1951.0,,Oh You Beautiful Doll,nat ayer + orchestra as background music during scene with young women wearing new style of bathing suit,0
1942,961406,522125,Rock And Roll Doctor [Live Outtake],Little Feat,0,Lone Star,1996.0,,Im Blue and Lonsome,little walter + duke levine + mike turk + billy novick + marshall wood + tim jackson,0
1960,883867,15824,On The Wings Of Love,Jeffrey Osborne,1982,Are You Afraid of the Dark?,1990.0,The Tale of Oblivion (#6.11),Are You Afraid of the Dark? Theme,jeffrey zahn,0
1981,478142,379008,Waves of Bliss (Featuring Steve Gorn),Paul Avgerinos,2006,BrÃ¼tal Legend,2009.0,,Wheels of Steel,biff byford + paul quinn + graham oliver + steve dawson + pete gill + saxon,0
2007,953319,216769,Time (Jungle) (Temple of Soul Mix),Wax Poetic Feat. Saul Williams,2003,So You Think You Can Dance,2005.0,The Top 20 Finalists Perform (#10.8),Last Time,labrinth + marc williams,0
2010,363509,174133,The Wind Blew All Around Me,Mary Lou Lord,2004,One Tree Hill,2003.0,We Might as Well Be Strangers (#2.6),The Wind Blew All Around Me,mary lou lord,1
2012,764942,596522,A Night On The Bald Mountain,Munich Symphony Orchestra,0,Robinson Crusoe: The Great Blitzkrieg,2008.0,,Pier Gynt Mountain King,edvard grieg + the apollo symphony orchestra  (as apollo symphony orchestra,0
2030,945202,294922,Just Another Sad Song,The Warren Brothers,1998,Tiny Toon Adventures,1990.0,Inside Plucky Duck (#1.39),The Gold Diggers Song (Were in the Money),harry warren,0
2034,945209,23240,Triagle Blues,New Roanoke Jug Band,0,Baseball,1994.0,A National Heirloom (#1.4),Chimes Blues,new black eagle jazz band,0
2040,502852,650082,Press Darlings,Adam & The Ants,1981,The Blue Black Hussar,2013.0,,Press Darlings,adam ant,1
2041,134226,47706,Beast Of Burden,The Rolling Stones,1978,Cold Case,2003.0,Shattered (#7.22),Beast Of Burden,mick jagger + keith richards + the rolling stones,1
2042,153443,577456,Isn't Life Strange,The Moody Blues,1972,Pirates of Silicon Valley,1999.0,,Isnt Life Strange,john lodge + the moody blues,1
2044,920761,365085,Lucky Rock Blues,Ma Rainey,2000,Bessie,2015.0,,Weepin Woman Blues,ma rainey + pat bass,0
2057,789612,467712,Put 'Em In A Box_ Tie 'Em With A Ribbon (And Throw 'Em In The Deep Blue Sea),Steve Lawrence,0,Hell on the Battleground,1988.0,,I Belive In The Battle,steve mcclintock + tim james + patricia pitts,0
2060,281712,725578,Waltz From  Swan Lake,Pyotr Il'yich Tchaikovsky,0,Wintertime,1943.0,,Waltz of the Flowers,pyotr ilyich tchaikovsky + david raksin,0
2076,437384,331598,They Call It Stormy Monday (But Tuesday Is Just as Bad),John Hammond,1967,A Bright Shining Lie,1998.0,,Monday  Monday,john phillips + the mamas + the papas  (as the mamas + the papas),0
2088,927602,278285,Fortunate Son,John Fogerty,1996,The Tonight Show with Jay Leno,1992.0,(#20.157),Fortunate Son,john fogerty + the tonight show band,1
2091,912559,80831,El Moro Y La Mora,Miguel Y Miguel,0,El puntero,2011.0,(#1.15),La jungla tropical,miguel cantilo,0
2093,650425,166533,Hold Me My Darling - Original,Jerry Butler,0,New Zealand Idol,2004.0,Top 10 Performance Show: Idols Choice (#1.11),(You Make Me Feel Like) A Natural Woman,gerry goffin + carole king + jerry wexler + camillia temple,0
2095,650425,715642,Hold Me My Darling - Original,Jerry Butler,0,W.W. and the Dixie Dancekings,1975.0,,Blues Stay Away from Me,alton delmore + rabon delmore + jerry reed,0
2098,650425,40412,Hold Me My Darling - Original,Jerry Butler,0,Californication,2007.0,Exile on Main St. (#4.1),Check My Brain,jerry cantrell + alice in chains,0
2099,650425,225043,Hold Me My Darling - Original,Jerry Butler,0,Star Trek: Voyager,1995.0,Tinker Tenor Doctor Spy (#6.4),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway,0
2110,519354,62566,This Little Light of Mine,Pete Seeger with Memphis Slim and Willie Dixon,0,De wereld draait door,2005.0,(#4.131),Little red rooster,willie dixon + lucky fonz iii,0
2141,928982,527940,Little Road and a Stone to Roll (LP Version),John Stewart,0,MVP: Most Vertical Primate,2001.0,,Hittin the Road Again,john m. rosenberg + brahm wenger,0
2142,928982,200733,Little Road and a Stone to Roll (LP Version),John Stewart,0,Sanjay and Craig,2013.0,Man of Squel/Songjay (#3.15),Sanjay and Craig Theme Song,james dirschberger + jay howell + sean szeles + andreas trolf + john dwyer + chris hardwick + maulik pancholy,0
2157,888031,353063,Right Of Way Blues,Blind Lemon Jefferson,1990,Around the Fire,1998.0,,Cant Find My Way Home,steve winwood + blind faith,0
2173,879856,406679,In the end,Michael Mantler_ Jack Bruce_ Marianne Faithfull_ Robert Wyatt,0,Day Dreamer,1975.0,,Just in Time to See the Sun,carlos santana + gregg rolie + michael shrieve + santana,0
2190,941273,234812,How Do You Catch A Girl,Sam The Sham & The Pharaohs,1998,That Girl,1966.0,Little Auction Annie (#1.8),That Girl Theme Song,sam denoff + earle hagen,0
2191,838941,286961,When I Grow Up,The Pussycat Dolls,2008,The X Factor,2004.0,Auditions 5 (#9.5),When I Grow Up,rodney darkchild jerkins + theron thomas + timothy thomas + jim mccarty + paul samwell-smith + the pussycat dolls,1
2193,347430,664804,Black Girl White Girl,Lords Of The New Church,1983,The Hidden,1987.0,,Black Girl White Girl,stiv bators + brian james + the lords of the new church,1
2209,953668,249493,Show Me Love,Steve Angello & Laidback Luke Feat. Robin S,2009,The Jack Benny Program,1950.0,Smothers Brothers Show (#15.28),Love In Bloom,ralph rainger + leo robin + tom smothers + dick smothers,0
2211,953668,299453,Show Me Love,Steve Angello & Laidback Luke Feat. Robin S,2009,Top of the Pops,1964.0,(1977-11-24),How Deep is Your Love,barry gibb + robin gibb + maurice gibb + the bee gees,0
2222,609615,671327,My Opening Farewell (Live),Bonnie Raitt With Jackson Browne,0,The Longest Yard,2005.0,,Are You Gonna Be My Girl,cameron muncey + nic cester + jet + arrangement with warner strategic marketing,0
2224,609615,173022,My Opening Farewell (Live),Bonnie Raitt With Jackson Browne,0,One Tree Hill,2003.0,I Cant See You  But I Know Youre There (#8.2),Cant Take My Eyes Off You,cary brothers  with jason kanakis,0
2239,904546,231867,S.O.P. Theme #3: Feelings And Facts,Danny Elfman,0,Tales from the Crypt,1989.0,Horror in the Night (#7.5),Tales from the Crypt Theme,danny elfman,0
2248,806255,651840,Just When You Thought You Won You Lost (feat. Lil Raider_ B-Dawg & Mo Jack Daniels),Big Tone_ Lil Raider_ B-Dawg_ Mo Jack Daniels,0,The Butchers Wife,1991.0,,JUST FOR A THRILL,lil armstrong + don raye + ray charles + arrangement with warner special products,0
2257,232119,635557,Zobi La Mouche,Les NÃ©gresses Vertes,1988,Sur mes lÃ¨vres,2001.0,,Zobi la mouche,les nÃ©gresses vertes + kind permission of editions emi virgin music publishing + delabel editions + kind permission of virgin france,1
2287,929182,678451,The House Of Baraka,The Master Musicians of Jajouka featuring Bachir Attar,0,The Pillow Book,1996.0,,Invocations of Gompo,buddhist lamas + monks of the four great orders,0
2291,396722,314484,Goodbye Mr. Love - Original,Warren Smith,0,WKRP in Cincinnati,1978.0,Til Debt Do Us Part (#3.21),The Book of Love,charles patrick + warren davis + george malone + the monotones,0
2294,568755,107648,A Life On The Ocean Wave,The Band of HM Royal Marines,0,Heartland,2007.0,Little Secrets (#3.2),Life,morgan cameron ross + birds of wales,0
2304,470500,454271,Available Space,Ry Cooder,1970,Goin South,1978.0,,Available Space,ry cooder,1
2318,882609,83032,Strange Things,Freeland,2009,Entourage,2004.0,Buzzed (#7.2),Strange Things,adam freeland,1
2322,28201,154989,Promise Me Your Love,Margie Joseph,0,Miss Fishers Murder Mysteries,2012.0,Game  Set & Murder (#3.7),Whats the Use of Living Without Love,james hanley + joseph mccarthy + king oliver + his orchestra,0
2336,863808,350917,Chris Rock Was My R.A.,Jimmy Fallon,2002,Another Gay Movie,2006.0,,I Was Born This Way,bunny jones + chris spierer + craig c + jimmy somerville,0
2339,855621,406679,Todo Mi Amor Eres Tu (I Just Can't Stop Loving You),Michael Jackson,2001,Day Dreamer,1975.0,,Just in Time to See the Sun,carlos santana + gregg rolie + michael shrieve + santana,0
2346,298566,649568,Fantasy Pieces_ Op. 12: VII. Dream Visions in F Major,Sviatoslav Richter_ Robert Schumann,0,The Big Trail,1930.0,,When Its Harvest Time in Peaceful Valley,robert martin + raymond mckee,0
2347,298566,469617,Fantasy Pieces_ Op. 12: VII. Dream Visions in F Major,Sviatoslav Richter_ Robert Schumann,0,Hi  Buddy,1943.0,,Take Me in Your Arms,v. alberti + f. markush + mitchell parish + robert paige + the 4 sweethearts,0
2370,953977,202508,Space Cowboy (Digitally Remastered 90),Steve Miller Band,1991,Saturday Night Live,1975.0,Katie Holmes/Dave Matthews Band (#26.13),The Space Between,dave matthews band,0
2380,372374,287587,My Life (Anthology Version),John Lennon,0,The X Factor,2004.0,Live Final (#2.29),(Ive Had) The Time of My Life,franke previte + john denicola + donald markowitz + bill medley + jennifer warnes,0
2390,626338,429535,Love Story: Main Title Theme (arr. A. Vinter),Carl Davis,0,Elvis: Love Me Tender - The Love Songs,2009.0,,What Now My Love,gilbert bÃ©caud + pierre delanoÃ« + carl sigman + elvis presley,0
2406,107555,250042,Classical Suite - In Memory of Pagan (Part I),Ed Alleyne-Johnson,2001,The Johnny Cash Show,1969.0,(#1.6),Windmills of Your Mind,michel legrand + ed ames,0
2412,939978,378208,Printemps de vie,Les Petits Chanteurs de Saint-Marc,0,Bromato de armonio,1996.0,,La Hija de EscipiÃ³n,les luthiers,0
2415,803743,683081,Road Song Medley,Kevin Fowler,0,The Scenesters,2009.0,,The Song Is The Single,barr + brendan fowler,0
2416,914039,579421,Acting This Way,Robert Cray,2008,Police Academy 4: Citizens on Patrol,1987.0,,It Doesnt Have To Be This Way,the blow monkeys + dr. robert,0
2425,453218,67453,Saia Indiscreta,FilarmÃ³nica Gil,0,Deixa-me Amar,2007.0,(#1.93),Saia indiscreta,filarmÃ³nica gil,1
2429,282329,470544,The Corner Of Walk And Don't Walk,8 Bold Souls (Ft. Edward Wilkerson_ Jr.),0,Hilary and Jackie,1998.0,,Concerto for Violoncello and Orchestra in E Minor  Opus 85,edward elgar + the philadelphia orchestra + jacqueline du prÃ©,0
2456,954113,637464,The Poor People Of Paris,The Fabulous Les Paul & Mary Ford,0,Swordfish,2001.0,,Get Out of My Life Now,paul oakenfold + andy gray + steve sacre + amoebaassassin,0
2469,85784,543992,The Honky Tonk Life I Lead,The John Evans Band,0,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano,0
2470,85784,483155,The Honky Tonk Life I Lead,The John Evans Band,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney,0
2474,85784,204222,The Honky Tonk Life I Lead,The John Evans Band,0,Scene at 6:30,1963.0,(1964-10-16),I Should Have Known Better,john lennon + paul mccartney + the beatles,0
2484,659252,500934,It's Time To Go Home,Marty Stuart And His Fabulous Superlatives,0,Killer: A Journal of Murder,1995.0,,I LIKE TO PET,bill elliott + his orchestra + frederick hodges,0
2494,118592,344637,Feel Flows (Digitally Remastered '00),The Beach Boys,0,Almost Famous,2000.0,,Feel Flows,john rieley + carl wilson + the beach boys,1
2501,954185,597724,The Love I Long For (November 30_ 1944 War Bond Rally San Diego_ Ca),Harry James & His Orchestra,0,Rocky V,1990.0,,Go For It! (Heart and Fire!),joey b. ellis + tynetta hare + michael kelly + james earley,0
2527,905037,81553,A Great Day For Freedom (Live),Pink Floyd,0,Ellen: The Ellen DeGeneres Show,2003.0,Drew Barrymore/Sam Smith/Martha Stewart (#13.44),Todays the Day,pink,0
2529,275641,709002,1. (Allegro),The Academy of Ancient Music / Christopher Hogwood,0,Une affaire de goÃ»t,2000.0,,Nisi dominus  RV. 608: 5. Sicut sagittae in manu potentis (Allegro),antonio vivaldi + james bowman    with the academy of ancient music,0
2530,949414,298466,You're The One That I Want,John Travolta / Olivia Newton-John,1978,Top of the Pops 2,1994.0,TOTP2 Presents the Nineties,(Everything I Do) I Do It for You,bryan adams + michael kamen + robert john lange,0
2534,949414,306500,You're The One That I Want,John Travolta / Olivia Newton-John,1978,Tu cara me suena,2011.0,(#1.1),I Want to Break Free,john deacon + carlos latre,0
2544,520600,389866,Shock Of Mighty,Dave Barker / The Upsetters,0,Chess,2003.0,,Kvartet - En fÃ¶rebild fÃ¶r dygd och hÃ¶gsta ambition (Quartet - A model of decorum and tranquillity),per myberg / helen sjÃ¶holm / rolf skoglund / tommy kÃ¶rberg,0
2562,692076,540480,Long Way Past Midnight,Michael Stanley Band,0,Midnight Stallion,2013.0,,On My Way,the grasshoppers band,0
2570,946041,200111,Heal Our Land (Song For The National Day Of Prayer),Michael Card,0,Sailor Moon,1995.0,,Its a New Day,michael benghiat + john miyagi author + andy heyward + jennifer cihi,0
2576,242326,700075,A Brand New Day,Diana Ross / Michael Jackson / Nipsey Russell / Ted Ross / Richard Pryor / Lena Horne / Mabel King / Thelma Carpenter / Theresa Merritt,1988,Top of the Pops: The Story of 1979,2014.0,,One Day at a Time,marijohn wilkin + kris kristofferson + lena martell,0
2579,937877,30792,Oh Happy Day,Edwin Hawkins,2001,Big Love,2006.0,The Writing on the Wall (#2.2),Oh Happy Day,philip doddridge + the edwin hawkins singers,1
2587,954279,77644,Deer in the headlights (DJ Hell Remix),Chelonis R. Jones,2006,Dust Up,2011.0,A Sprayers Paradise (#1.2),Riders in the Sky,jay semko + randy woods + stan jones,0
2609,874482,729081,Back to the Future Part 3 - Indians,John Debney_ Alan Silvestri_ Royal Scottish National Orchestra,0,Yes: Symphonic Live,2002.0,,Close To The Edge,jon anderson + steve howe + chris squire + yes  with european festival orchestra,0
2622,372663,40412,Check My Brain,Alice In Chains,2009,Californication,2007.0,Exile on Main St. (#4.1),Check My Brain,jerry cantrell + alice in chains,1
2626,757705,210340,Baby Love,The Supremes,1964,Shindig!,1964.0,(#1.25),Stop! In the Name of Love,lamont dozier + brian holland + edward holland + denzil foster + thomas mcelroy + the supremes,0
2630,929747,581632,It's Got To Be A Miracle (This Thing Called Love),Marvin Gaye / Kim Weston,0,Practical Magic,1998.0,,Got To Give It Up,marvin gaye + arrangement with polygram film + tv music,0
2633,364511,204602,The Messiah_ HWV 56: Hallelujah Chorus,Atlanta Symphony Orchestra,0,Scream Queens,2015.0,Scream Again (#2.1),The Messiah  HWV 56: Hallelujah Chorus,london philharmonic orchestra,0
2648,880638,586645,Little Black Book,Jimmy Dean,2004,Queen of Hearts,1936.0,,One of the Little Orphans of the Storm,william haines + jimmy harper,0
2655,28686,151864,CorazÃ³n Contento,Palito Ortega,2004,MemÃ²ries de la tele,2007.0,(#5.24),CorazÃ³n contento,palito ortega + marisol,1
2657,815123,386864,See You Later Alligator,Bill Haley and his Comets,0,Cats Dont Dance,1997.0,,Tonight Im Going Out with You,bill elliott + his orchestra,0
2662,544793,710408,We Need Water,Charlotte Diamond,0,Urgh! A Music War,1981.0,,We Got the Beat,charlotte caffey + the go-gos,0
2666,949421,680833,Heart Of An Angel,The Jeff Healey Band,1992,The Real St. Nick,2012.0,,Heart Full Of Holly,jeff toyne + melissa r. kaplan,0
2676,790582,622106,Simply Say I Love U,Johnny Gill / Stevie Wonder / Stevie Wonder,1996,Something to Sing About,2000.0,,Loves in Need of Love Today,stevie wonder,0
2696,258118,554278,Pffft_ You Were Gone,East Side Dave & The Mountain Folk Band,0,Neil Diamond: Hot August Night/NYC,2009.0,,You Dont Bring Me Flowers,neil diamond   with linda press + the neil diamond band,0
2713,946875,347918,Improvisation in the form of Theme and Variation on 'Someone to watch over me': Theme,Martin Jones,0,Amos & Andrew,1993.0,,Tales Of Brave Ulysses,cream + eric clapton + martin sharpe,0
2730,189118,638354,I Thought I Heard That Train Whistle Blow,Long John Baldry / Alexis Korner's Blues Incorporated,0,Table for Three,2009.0,,I Found Lovin,johnny flippin / michael walker + released 1984. + the fatback band.,0
2736,544886,631413,Chinese Burn (Lunatic Calm mix),Curve,2004,Stormbreaker,2006.0,,Chinese Burn (Lunatic Calm Mix),toni halliday + dean garcia + curve,1
2746,831648,170171,Elvis In Canada: Radio Broadcast / Live In Toronto_ Heartbreak Hotel / Toronto Teenagers Talk About ,Elvis Presley,0,OchÃ©ntame... otra vez,2014.0,Â¡MÃ¡s mÃºsica  por favor! (#3.9),Heartbreak Hotel,mae boren axton + tommy durden + elvis presley + john cale,0
2748,766114,42794,Wouldn't It Be Nice,The Beach Boys,1966,Casal Rock,2009.0,Compte enrere (#2.9),Wouldnt It Be Nice,brian wilson + mike love + tony asher + the beach boys,1
2750,864421,368918,White Light/White Heat (Live) (Stereo),David Bowie,0,Black & White,1972.0,,Black & White,david arkin + earl robinson + sonny bono + cher,0
2752,954550,543992,Bitch_ I Love You,Black Joe Lewis & The Honeybears,0,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano,0
2754,954550,588410,Bitch_ I Love You,Black Joe Lewis & The Honeybears,0,Raggedy Ann & Andy: A Musical Adventure,1977.0,,I Never Get Enough,joe raposo + joe silver,0
2765,778955,556551,Hard Time Empty Bottle Blues IV,John Fahey,2006,Night at the Museum: Secret of the Tomb,2014.0,,(Ive Had) The Time of My Life,franke previte + john denicola + donald markowitz + bill medley + jennifer warnes + arrangement with sony music licensing,0
2776,676099,54402,Mon manÃ¨ge Ã  moi (Tu me fais tourner la tÃªte),Ãdith Piaf,0,CuÃ©ntame,2001.0,ParÃ­s  Oh la la! (#3.2),La Vie en Rose,louiguy + Ãdith piaf,0
2816,938292,492863,U Don't Danse To Tekno Anymore,Alabama 3,0,Joe Strummer: The Future Is Unwritten,2007.0,,You Dont Dance To Techno Anymore,alabama 3,1
2822,798089,493207,Love Theme,The Boston Pops Orchestra / John Williams,0,John Mayer: Someday Ill Fly,2014.0,,Love Song For No One,john mayer,0
2853,700764,368274,Inka Dinka Doo,Jimmy Durante,1993,Bing Crosby and Dean Martin Present High Hopes,1959.0,,Inka Dinka Doo,jimmy durante + bing crosby + frank sinatra + dean martin,1
2856,946533,460732,Good Rockin' Tonight,Roy Brown,0,Gumshoe,1971.0,,Baby  Youre Good For Me,andrew lloyd webber + roy young,0
2862,954732,182149,I Shall Not Be Moved,Carlene Davis,0,Playboy After Dark,1969.0,(#1.8),Who Can I Turn To?,leslie bricusse + anthony newley + sammy davis jr.,0
2881,959215,509366,Nunca La Quise,Wau Y Los Arrrghs!!,2005,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan,0
2889,938401,43117,Chrystal Castle,Robert Babicz,2007,Castle,2009.0,Knockout (#3.24),Castle Theme,robert duncan,0
2891,938421,442862,Get Up John (2007 Remastered Live Version),Emmylou Harris,0,For the Love of Ada,1972.0,,Knees Up  Mother Brown,harris weston + bert lee,0
2892,958527,344594,Baby Come To Me,Regina Belle,1989,Almost,2008.0,,If She Wants Me,belle + sebastian,0
2953,905748,643340,Walking away (con Craig David) (Version album A. Ubago),Alex Ubago,0,Thats My Boy,2012.0,,Dance The Night Away,edward van halen + alex van halen + michael anthony + david lee roth + van halen + arrangement with warner music group film + tv licensing,0
2956,414246,193086,Pretty Visitors,Arctic Monkeys,2009,Reading and Leeds Festival,2009.0,Arctic Monkeys (#1.5),Pretty Visitors,arctic monkeys,1
2962,741951,38176,Die WalkÃ¼re : Act I - Der MÃ¤nner Sippe sa hier im Saal,Sir Thomas Beecham_ Hilde Konetzi_ Max Lorenz_ Irma BjÃ¶rck_ Andreas BÃ¶hm_ Gertrud Wettergren_ BBC Symphony Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra,0
2969,913984,543992,I Wonder WhatÂ´s Become Of Sally,Ray Anthony Orchestra - Big Band Swing,0,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano,0
2980,913984,182149,I Wonder WhatÂ´s Become Of Sally,Ray Anthony Orchestra - Big Band Swing,0,Playboy After Dark,1969.0,(#1.8),Who Can I Turn To?,leslie bricusse + anthony newley + sammy davis jr.,0
3023,799343,330965,Love Song For No One,John Mayer,0,88,2015.0,,ONE,aleka si mei swanson + ruby kato attwood + brendan swanson + angela loft + john ancheta,0
3027,799343,1220,Love Song For No One,John Mayer,0,20 to 1,2005.0,Great Aussie Movies (#3.5),Love Is In The Air,john paul young + harry vanda /george young,0
3042,889460,276704,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1990-10-03),Johnnys Theme,paul anka,0
3045,889460,275425,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1974-03-13),Johnnys Theme,paul anka,0
3056,889460,275456,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1974-06-21),Johnnys Theme,paul anka,0
3058,889460,275562,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1975-07-30),Johnnys Theme,paul anka,0
3068,889460,275724,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1977-01-27),Johnnys Theme,paul anka,0
3072,823932,204054,Black Is White,White Heart,0,Scandal,2012.0,Its Good to Be Kink (#4.16),Dr. Feelgood (Love Is a Serious Business),aretha franklin + ted white,0
3082,946825,371663,The Sun Ain't Gonna Shine Anymore,David Bisbal,0,Blue Eyes,2007.0,,Gonna Take Myself to God,david pierce + brackettville + texas + the funeral mourners,0
3083,946825,384495,The Sun Ain't Gonna Shine Anymore,David Bisbal,0,Captain Mike Across America,2007.0,,Im Not Gonna Save You,written eli david pervere miller + john weis zox + daniel joshua edinburg + spencer dalles swain + zox,0
3129,21225,121600,Dont Break My Heart,Silicon Dream,1998,Inuyasha,2000.0,,My Will,mai matsumuro + y@suo ohtani + dream,0
3131,359890,78718,Stars Shine In Your Eyes (from La Strada),David Rose And His Orchestra,0,EastEnders,1985.0,(2001-07-23),Fill Me In,craig david,0
