_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists,gold_labels
1921,912234,470544,Selection: (a) Casimo (b) I Love You (c) You Can Never Blame A Girl For Dreaming (d) Goodbye_ Little Rosebud (e) Wildflower (f) April Blossoms (g) Bambalina (h) Goodbye_ Little Rosebud,The London Theatre Orchestra,0,Hilary and Jackie,1998.0,,Concerto for Violoncello and Orchestra in E Minor  Opus 85,edward elgar + the philadelphia orchestra + jacqueline du prÃ©,0
130,877001,119061,A Day In The Life/Give Peace A Chance,Paul McCartney,0,Idool 2007,2007.0,Grote Liveshow 1 - Mijn Idool (#3.11),She Moves in Her Own Way,hugh harris + max rafferty + luke pritchard + paul garred + dean delannoit,0
3643,939555,604568,Got To Get Back To Love,George Duke,2004,Saturday Night Live in the 80s: Lost & Found,2005.0,,Bad to the Bone,george thorogood + the destroyers,0
4934,933355,239746,Wait Upon The Lord (Remastered),Paul Smith,0,The Blues,2003.0,Warming by the Devils Fire (#1.4),Lord Lord Lord,mamie smith,0
4667,916672,406172,All We Need Is Love (Da Groove Doctors Original Mix),Da Groove Doctors Feat. Tommie Nibbs,0,Date Movie,2006.0,,Need Your Love,ali dee + zach danziger + vincent alfieri + alana da fonseca + latisha bonita,0
692,951230,592106,Spill The Wine,Eric Burdon,1986,Remember the Titans,2000.0,,Spill The Wine,harold r. brown + morris d. dickerson + lonnie jordan + lee oskar + eric burdon + war,1
4369,932478,691081,Meher Baba M5 (Vivaldi),Pete Townshend,1993,The Who and Special Guests Live at the Royal Albert Hall,2000.0,,Baba ORiley,the who  with nigel kennedy + pete townshend,0
4066,309498,163171,Medley: Lover Come Back To Me/(I Don't Stand) A Ghost Of A Chance With You/Just You_ Just Me,Charlie Shavers / Bill Harris / Charlie Ventura / Ralph Burns / Bill Arango / Curly Russell / Sid Catlett,0,Mystery Science Theater 3000,1988.0,Last of the Wild Horses (#7.11),Green  Green Grass of Home,curly putman + kevin murphy,0
4822,550085,554278,I'm Gonna Bring A Watermelon To My Girl Tonight,The Bonzo Dog Band,2007,Neil Diamond: Hot August Night/NYC,2009.0,,You Dont Bring Me Flowers,neil diamond   with linda press + the neil diamond band,0
2088,927602,278285,Fortunate Son,John Fogerty,1996,The Tonight Show with Jay Leno,1992.0,(#20.157),Fortunate Son,john fogerty + the tonight show band,1
2776,676099,54402,Mon manÃ¨ge Ã  moi (Tu me fais tourner la tÃªte),Ãdith Piaf,0,CuÃ©ntame,2001.0,ParÃ­s  Oh la la! (#3.2),La Vie en Rose,louiguy + Ãdith piaf,0
1660,949348,215975,Hallelujah! I Love Her So,Eddie Cochran & Gene Vincent,1988,So You Think You Can Dance Canada,2008.0,Top 16 Results (#4.13),Say (All I Need),drew brown + zach filkins + eddie fisher + brent kutzle + ryan tedder + onerepublic,0
2412,939978,378208,Printemps de vie,Les Petits Chanteurs de Saint-Marc,0,Bromato de armonio,1996.0,,La Hija de EscipiÃ³n,les luthiers,0
3233,775025,376262,El Santo Cachon,Los Embajadores Vallenatos,0,Breathing Room,1996.0,,Popurri Navideno - El Cascabel,los toros band,0
1344,854064,711620,Concerto No. 2 for Flute & Orchestra_ K. 314 in D/Rondeau: Allegro,James Galway;Sir Neville Marriner,0,Vampyres,1974.0,,Waiting For Death,james kenelm clarke + james clarke orchestra,0
3307,529400,179357,The Blob,The Five Blobs,1988,Pastor Mike Online,2011.0,Frank Logsdon  Dewey Lockman and the NASB (#1.154),(Beware of) The Blob,burt bacharach + the 5 blobs,1
710,959447,14636,6 pieces for electric violin: Dawn of a Darker Day,Ed Alleyne-Johnson,0,Animaniacs,1993.0,Testimonials/Babblin Bijou/Potty Emergency/Sir Yaksalot (#1.26),While Strolling Through the Park One Day,ed haley,0
2010,363509,174133,The Wind Blew All Around Me,Mary Lou Lord,2004,One Tree Hill,2003.0,We Might as Well Be Strangers (#2.6),The Wind Blew All Around Me,mary lou lord,1
1259,876515,346233,Hey! Baby,Bruce Channel,1962,America the Beautiful,2007.0,,Hey! Baby,margaret cobb + bruce channel,1
2012,764942,596522,A Night On The Bald Mountain,Munich Symphony Orchestra,0,Robinson Crusoe: The Great Blitzkrieg,2008.0,,Pier Gynt Mountain King,edvard grieg + the apollo symphony orchestra  (as apollo symphony orchestra,0
407,950360,502270,Senorita I Love You - Original,Jerry Butler,0,Kiss Me  Guido,1997.0,,I Am What I Am,jerry herman + gloria gaynor,0
738,959468,101354,My Lord And Master (from The King And I),The Original London Cast,0,Gotham,2014.0,The Fearsome Dr. Crane (#1.14),Trouble In My Way,the cast of gotham,0
3322,644107,587492,Guru Ram Das Chant,Guru Ganesha Singh,0,Rab da Vaasta...,2013.0,,Wahe Guru Chant,abhinav agnihotri + bhai ranjit singh + bhai sham singh,0
783,844855,239594,Your Money Makes You Purty,Jerry Reed,1999,The Blues,2003.0,Red  White and Blues (#1.6),Baby What You Want me To Do,written y jimmy reed + jeff beck,0
1033,960002,610647,One More Today,Paul Brady,0,Shaft,2000.0,,Hot Gal Today (Krotches Remix),cleveland browne + wycliff johnson + mr. vegas + sean paul,0
566,647922,653714,Retirement Community,Kaada,2006,The Commoners,2009.0,,Retirement Community,john erik kaada,1
687,246692,479195,De cara a la pared,Lhasa De Sela,0,I Love Dick,2016.0,,De Cara a la Pared,lhasa de sela + yves desrosiers,1
732,541671,225512,Main Title,Jerry Goldsmith,1966,Stargate SG-1,1997.0,Touchstone (#2.14),End Title,joel goldsmith,0
4717,959685,378340,World_ Hold On [Children of the sky][Bob Sinclar vs Harlem Hustlers Remix],Bob Sinclar feat. Steve Edwards,0,Brooklyn Rules,2007.0,,Knockin on Heavens Door,bob dylan + deborah charles + bill ortiz + nina gerber,0
3464,955629,257180,O My Soul,Big Star,1974,The Mysteries of Laura,2014.0,The Mystery of the Art Ace (#1.7),Piece of My Heart,jerry ragovoy + bert berns + big brother + the holding company,0
3529,955750,661367,I Man A African,The Sons Of Selassie,0,The Gay Ranchero,1948.0,,Waitll I Get My Sunshine Into the Moonlight,harry glick + jimmy lambert + dave olson + roy rogers + jane frazee + the sons of the pioneers,0
2529,275641,709002,1. (Allegro),The Academy of Ancient Music / Christopher Hogwood,0,Une affaire de goÃ»t,2000.0,,Nisi dominus  RV. 608: 5. Sicut sagittae in manu potentis (Allegro),antonio vivaldi + james bowman    with the academy of ancient music,0
4299,473618,296809,Baby Boy Medley,BeyoncÃ©,0,Todds Pop Song Reviews,2009.0,The Top Ten Worst Hit Songs of 2004 (#3.25),Baby Boy,beyoncÃ© knowles + scott storch + sean paul + robert waller + jay z,1
3430,668870,453472,Stop! In The Name Of Love,Supremes,0,Glory Road,2006.0,,Baby Love,brian holland + lamont dozier + eddie holland + the supremes,0
2044,920761,365085,Lucky Rock Blues,Ma Rainey,2000,Bessie,2015.0,,Weepin Woman Blues,ma rainey + pat bass,0
1523,936209,316536,D And D,Jedi Mind Tricks Presents: Army Of The Pharaohs,0,Wedding Band,2012.0,I Love College (#1.2),Shut Up and Let Me Go,jules de martino/katie white + mother of the bride,0
2889,938401,43117,Chrystal Castle,Robert Babicz,2007,Castle,2009.0,Knockout (#3.24),Castle Theme,robert duncan,0
2676,790582,622106,Simply Say I Love U,Johnny Gill / Stevie Wonder / Stevie Wonder,1996,Something to Sing About,2000.0,,Loves in Need of Love Today,stevie wonder,0
896,959760,514979,In The Name Of The Holocaust: A. 3'36,John Cage,0,Lego Star Wars: The Yoda Chronicles - The Phantom Clone,2013.0,,Duel of the Fates,john williams,0
2980,913984,182149,I Wonder WhatÂ´s Become Of Sally,Ray Anthony Orchestra - Big Band Swing,0,Playboy After Dark,1969.0,(#1.8),Who Can I Turn To?,leslie bricusse + anthony newley + sammy davis jr.,0
2881,959215,509366,Nunca La Quise,Wau Y Los Arrrghs!!,2005,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan,0
3622,276001,530852,I Love You More Every Day,John Mayall,2007,Major League II,1994.0,,(EVERYTHING I DO) GOT TO BE FUNKY,maurice john vaughn + arrangement with warner special products,0
3522,111958,57608,Everybody Here Wants You,Jeff Buckley,1998,Dancing with the Stars,2004.0,(#11.4),Pictures of You,the last goodnight + jeff blue + kurtis john + mike nadeau,0
3370,29771,102069,The Ballad of Sweeney Todd,Stephen Sondheim,1979,Great Performances,1971.0,Sondheim! The Birthday Concert,Partial Sweeny Todd,stephen sondheim,0
2057,789612,467712,Put 'Em In A Box_ Tie 'Em With A Ribbon (And Throw 'Em In The Deep Blue Sea),Steve Lawrence,0,Hell on the Battleground,1988.0,,I Belive In The Battle,steve mcclintock + tim james + patricia pitts,0
4049,940254,347762,Life In A Northern Town (Live),Little Big Town,2007,Among Thieves,2008.0,,Question Town,big buildings,0
4600,932955,406770,Can't Help Falling In Love,Elvis Presley,1961,Daydream Believers: The Monkees Story,2000.0,,Love Me Tender,elvis presley + ken darby   ),0
3512,914760,426753,Que Se Puede Hacer Salvo Ver Peliculas,La Maquina De Hacer PÃ¡jaros,0,El cielo en tu mirada,2012.0,,Lo que ves es lo que soy,odilÃ³n chÃ¡vez + ettore grenci + mÃ³nica vÃ©lez + mane de la parra,0
3042,889460,276704,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1990-10-03),Johnnys Theme,paul anka,0
2730,189118,638354,I Thought I Heard That Train Whistle Blow,Long John Baldry / Alexis Korner's Blues Incorporated,0,Table for Three,2009.0,,I Found Lovin,johnny flippin / michael walker + released 1984. + the fatback band.,0
2060,281712,725578,Waltz From  Swan Lake,Pyotr Il'yich Tchaikovsky,0,Wintertime,1943.0,,Waltz of the Flowers,pyotr ilyich tchaikovsky + david raksin,0
4231,948698,637985,Just Wait Till I Get You Alone,Carl Smith,0,SÃ¶der om landsvÃ¤gen,1936.0,,BORDSVISA / SÃ RESER VI TILL KÃPENHAMN ETT SLAG,carl romanus,0
4968,769592,168165,La seriedad de su toque en las Seguiriyas,Diego del Gastor,0,No me la puc treure del cap,2010.0,LÃ guila negra (#1.6),La mort de na Margalida,maria del mar bonet,0
915,927004,355210,Could It Be I'm Falling In Love,David Grant & Jaki Graham,1985,Austin Powers in Goldmember,2002.0,,Alfie (Whats It All About  Austin?),burt bacharach + hal david + susanna hoffs,0
5210,589814,382783,Rock Of Ages (Album),B.J. THOMAS,0,California Frontier,1938.0,,Rock of Ages,thomas hastings,0
5037,958143,148032,I Belong To Glasgow,Ramblin' Jack Elliott,1998,Mako Mermaids,2013.0,Surprise! (#3.6),I Just Wanna Be,chantelle defina + jack dacy + pete dacy + matt beckley + david cameron,0
3162,593368,451742,Slip Away (A Warning) (LP Version),Lou Reed & John Cale,0,Gigantic (A Tale of Two Johns),2002.0,,Hide Away Folk Family,john linnell + john flansburgh + they might be giants,0
2746,831648,170171,Elvis In Canada: Radio Broadcast / Live In Toronto_ Heartbreak Hotel / Toronto Teenagers Talk About ,Elvis Presley,0,OchÃ©ntame... otra vez,2014.0,Â¡MÃ¡s mÃºsica  por favor! (#3.9),Heartbreak Hotel,mae boren axton + tommy durden + elvis presley + john cale,0
4861,621956,8671,Donde No Estas Tu,Aurora Y La Academia,0,Alegrijes y rebujos,2003.0,La fiesta,Solos Tu y Yo,alejandro abaroa + cristina abaroa + pablo aguirre + alegrijes y rebujos,0
4241,842213,658118,High School Confidential,Albert Lee / Joe Hammer / Chas Hodges / Pete Robinson / B.J. Cole / Drew Croon / John Gustafson / Mick Kellie,1957,The Eurovision Song Contest,1960.0,,Looking High  High  High,john watson + bryan johnson,0
2630,929747,581632,It's Got To Be A Miracle (This Thing Called Love),Marvin Gaye / Kim Weston,0,Practical Magic,1998.0,,Got To Give It Up,marvin gaye + arrangement with polygram film + tv music,0
1846,912091,544916,In the Misty Morning / My Life on the Plains,Dave Graney 'N' The Coral Snakes,1992,Moonwalker,1988.0,,Blame It On The Boogie,mick jackson + dave jackson + the jacksons,0
4567,678923,577628,Bulletproof,La Roux,2009,Pitch Perfect,2012.0,,Bulletproof,elly jackson + ben langmaid + la roux,1
2609,874482,729081,Back to the Future Part 3 - Indians,John Debney_ Alan Silvestri_ Royal Scottish National Orchestra,0,Yes: Symphonic Live,2002.0,,Close To The Edge,jon anderson + steve howe + chris squire + yes  with european festival orchestra,0
2750,864421,368918,White Light/White Heat (Live) (Stereo),David Bowie,0,Black & White,1972.0,,Black & White,david arkin + earl robinson + sonny bono + cher,0
464,916236,91907,Shout,Tears For Fears,1984,French Open Live 2016,2016.0,Day Five (#1.5),Shout,tears for fears,1
2853,700764,368274,Inka Dinka Doo,Jimmy Durante,1993,Bing Crosby and Dean Martin Present High Hopes,1959.0,,Inka Dinka Doo,jimmy durante + bing crosby + frank sinatra + dean martin,1
934,958683,298466,I Remember,Robert Glasper,2005,Top of the Pops 2,1994.0,TOTP2 Presents the Nineties,(Everything I Do) I Do It for You,bryan adams + michael kamen + robert john lange,0
3171,152359,712938,La Mujer Es Para Quererla,Los Nemus del Pacifico,2005,Vermouth & Noche,2002.0,,Somos tontos  no pesados / Toda la noche,Ãlvaro henrÃ­quez + los tres + makiza,0
2211,953668,299453,Show Me Love,Steve Angello & Laidback Luke Feat. Robin S,2009,Top of the Pops,1964.0,(1977-11-24),How Deep is Your Love,barry gibb + robin gibb + maurice gibb + the bee gees,0
5067,958177,584894,Evil Hearted Me,Johnny Horton,0,Punisher: War Zone,2008.0,,Come See Me Tonight,stephen edwards + johnny savarino,0
1132,961482,467747,It's All Over,Ben Harney / Jennifer Holliday / Sheryl Lee Ralph / Loretta Devine / Cleavant Derricks / Obba Babatunde / Deborah Burrell,0,Hells Angels,1930.0,,Sailing  Sailing Over the Bounding Main,godfrey marks + ben lyon,0
5126,819069,69558,Beethoven : Theme & Variations in C major on a Waltz by Diabelli Op.120_ 'Diabelli Variations' : VIII Variation 7 - Un poco piÃ¹ allegro,Daniel Barenboim,0,Dexter,2006.0,Dress Code (#8.7),Blood Theme,daniel licht,0
3834,956208,57608,Today I Started Loving You Again,Dolly Parton / John Popper,1996,Dancing with the Stars,2004.0,(#11.4),Pictures of You,the last goodnight + jeff blue + kurtis john + mike nadeau,0
610,486199,421607,A One Story Town,Tom Petty And The Heartbreakers,1982,Dreamgirls,2006.0,,One Night Only,henry krieger + tom eyen + beyoncÃ© knowles + anika noni rose + sharon leal,0
2456,954113,637464,The Poor People Of Paris,The Fabulous Les Paul & Mary Ford,0,Swordfish,2001.0,,Get Out of My Life Now,paul oakenfold + andy gray + steve sacre + amoebaassassin,0
1637,960947,584526,Fiesta In Seville,David Rose And His Orchestra,2004,Public Access,2010.0,,Eggs in a Briar Patch,david byrne + arrangement with mold fig music + inc.,0
3812,941951,300528,Beat The Clock,Sparks,1979,Top of the Pops,1964.0,(1979-07-19),Beat the Clock,ron mael + russell mael + sparks,1
2091,912559,80831,El Moro Y La Mora,Miguel Y Miguel,0,El puntero,2011.0,(#1.15),La jungla tropical,miguel cantilo,0
2191,838941,286961,When I Grow Up,The Pussycat Dolls,2008,The X Factor,2004.0,Auditions 5 (#9.5),When I Grow Up,rodney darkchild jerkins + theron thomas + timothy thomas + jim mccarty + paul samwell-smith + the pussycat dolls,1
1326,886823,576421,The Streets Of Laredo,Michael Martin Murphey,1989,Picture This,2008.0,,Pictures of You,the last goodnight + jeffrey mark blue + kurtis john henneberry + michael nadeau,0
5011,802413,718597,All Your Love (I Miss Loving),Otis Rush,1958,We Bought a Zoo,2011.0,,All Your Love (I Miss Loving),otis rush,1
3581,958039,52342,I Dont Know (Lopazz Remix),Chelonis R. Jones,0,Crook & Chase,2008.0,(2009-07-02),I Dont Need Your Rockin Chair,george jones,0
4871,931447,593196,UK Breaks Mix,C + C Music Factory,0,Return of the Living Dead: Rave to the Grave,2005.0,,Sunshine Mix,atom smith + brad cooper + the factory,0
1753,756336,298466,All I Want,Michael W. Smith,2004,Top of the Pops 2,1994.0,TOTP2 Presents the Nineties,(Everything I Do) I Do It for You,bryan adams + michael kamen + robert john lange,0
2657,815123,386864,See You Later Alligator,Bill Haley and his Comets,0,Cats Dont Dance,1997.0,,Tonight Im Going Out with You,bill elliott + his orchestra,0
1366,223309,240706,Walking On Sunshine,Katrina and the Waves feat. Soweto Gospel Choir,1985,The Choir: Unsung Town,2009.0,(#1.3),Walking on Sunshine,kimberley rew + south oxhey young mens choir,0
4768,687385,623295,After Mendelssohn (137 Years) / Paint It Black / Arthur's Treat / Talking World War iii Blues / 89-90-91-92,Gavin Bryars / 1/2 Japanese / Simon Jeffes / Mark Perry / Michael Nyman,0,Sonny,2002.0,,Whip It,gerald v. casale + mark mothersbaugh + devo,0
1141,960219,301377,True Love Ways,Catherine Zeta Jones / David Essex,0,Top of the Pops,1964.0,(1980-12-18),Whole Lotta Love,ccs + jimmy page + john bonham + robert plant + john paul jones,0
1130,960178,429442,Love Can Be So Cold (Album Version),George Duke,1995,Elvis: #1 Hit Performances,2007.0,,Cant Help Falling In Love,george david weiss + hugo peretti + luigi creatore + elvis presley,0
542,959195,336243,I Love You (I Need You),Linda Jones,0,A Thousand Words,2012.0,,Just Wanna Sex You,keith sweat + roy hamilton + anthony jones + arrangement with warner music group film + tv licensing,0
2969,913984,543992,I Wonder WhatÂ´s Become Of Sally,Ray Anthony Orchestra - Big Band Swing,0,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano,0
2527,905037,81553,A Great Day For Freedom (Live),Pink Floyd,0,Ellen: The Ellen DeGeneres Show,2003.0,Drew Barrymore/Sam Smith/Martha Stewart (#13.44),Todays the Day,pink,0
1125,165553,679195,Wicked Game (LP Version),Chris Isaak,1989,The Preppie Murder,1989.0,,Wicked Game,chris isaak,1
4654,621734,322469,Yankee Doodle,Hank Penny & The Lincoln Penny Orchestra,0,You Bet Your Life,1950.0,(#6.31),The Dipsy Doodle,larry clinton + television orchestra conducted by jack brunker meakin,0
4440,959488,253615,Eye Of The Zombie,John Fogerty,1986,The Marty Stuart Show,2008.0,John Rich (#1.15),Battle of New Orleans,jimmie driftwood + john rich,0
812,863078,191186,Cavatina - Arranged by Chris Hazell,Bryn Terfel / London Symphony Orchestra / Barry Wordsworth / John Williams,0,Radio 1s Big Weekend,2010.0,Radio 1s Big Weekend: The Best Bits (#1.5),Brick By Boring Brick,hayley williams + josh farro + paramore,0
4192,603067,490509,You Send Me,Kenny G with Michael Bolton,1997,Jawbreaker,1999.0,,I Believe You,hub moore + hub + arrangement with polygram film + tv music,0
3685,874064,441058,Silver Moon,Michael Nesmith And The First National Band,1999,Flesh and Bone,1993.0,,Blue Moon Revisited,margo timmins + michael timmins + richard rodgers + lorenz hart + the cowboy junkies,0
84,335980,262180,Rose of Old Mexico,Eddie Jones,0,The Porter Wagoner Show,1961.0,The Willis Brothers (#1.508),I Dreamed of a Hillbilly Heaven,hal sothern + eddie dean + the willis brothers,0
1658,949348,262180,Hallelujah! I Love Her So,Eddie Cochran & Gene Vincent,1988,The Porter Wagoner Show,1961.0,The Willis Brothers (#1.508),I Dreamed of a Hillbilly Heaven,hal sothern + eddie dean + the willis brothers,0
4831,810355,587639,Way Down Yonder In New Orleans,Ray Stevens,0,Race Street,1948.0,,Im in a Jam with Baby,ray heindorf + m.k. jerome + gale robbins,0
4112,686387,145460,Meet Me In St. Louis_ Louis (LP Version),Joan Carroll_ Harry Davenport_ Judy Garland And The M-G-M Studio Chorus,0,M*A*S*H,1972.0,Movie Tonight (#5.21),They Say That in the Army,alan alda + gary burghoff + william christopher + jamie farr + judy farrell + mike farrell + enid kent + larry linville + harry morgan + kellye nakahara + loretta swit,0
3768,931527,631051,Hay Baby,Jeff And Sheri Easter,0,Stonewall,1995.0,,Gee Baby Gee,jeff barry + ellie greenwich + the butterflies + arrangement with celebrity licensing inc.,0
3082,946825,371663,The Sun Ain't Gonna Shine Anymore,David Bisbal,0,Blue Eyes,2007.0,,Gonna Take Myself to God,david pierce + brackettville + texas + the funeral mourners,0
2370,953977,202508,Space Cowboy (Digitally Remastered 90),Steve Miller Band,1991,Saturday Night Live,1975.0,Katie Holmes/Dave Matthews Band (#26.13),The Space Between,dave matthews band,0
1698,895513,316536,O Dieu! que de bijoux...Ah! je ris de me voir,Dame Joan Sutherland / Orchestra of the Royal Opera House_ Covent Garden / Francesco Molinari-Pradelli,0,Wedding Band,2012.0,I Love College (#1.2),Shut Up and Let Me Go,jules de martino/katie white + mother of the bride,0
2891,938421,442862,Get Up John (2007 Remastered Live Version),Emmylou Harris,0,For the Love of Ada,1972.0,,Knees Up  Mother Brown,harris weston + bert lee,0
1154,887762,590127,These Foolish Things (Remind Me Of You),Ray Conniff Singers,0,Ray,2004.0,,The Key of G,ray charles,0
140,483358,713040,Sunday Bloody Sunday,U2,1980,Vertigo 2005: U2 Live from Chicago,2005.0,,Sunday Bloody Sunday,u2,1
1129,960178,260591,Love Can Be So Cold (Album Version),George Duke,1995,The Perry Como Show,1948.0,(#2.56),Taking a Chance on Love,vernon duke + john la touche + ted fetter + ethel waters,0
4136,940386,500934,I Don't Know How To Love Him - Sound-a-like Cover,West End Orchestra & Singers,0,Killer: A Journal of Murder,1995.0,,I LIKE TO PET,bill elliott + his orchestra + frederick hodges,0
2222,609615,671327,My Opening Farewell (Live),Bonnie Raitt With Jackson Browne,0,The Longest Yard,2005.0,,Are You Gonna Be My Girl,cameron muncey + nic cester + jet + arrangement with warner strategic marketing,0
405,950360,478825,Senorita I Love You - Original,Jerry Butler,0,I Dreamed of Africa,2000.0,,Givin It Up For Your Love,jerry lynn williams,0
3892,569225,422744,I Hate Myself For Loving You,Joan Jett & The Blackhearts,0,Du-beat-e-o,1984.0,,I Want You,joan jett + kenny laguna + ritchie cordell,0
2576,242326,700075,A Brand New Day,Diana Ross / Michael Jackson / Nipsey Russell / Ted Ross / Richard Pryor / Lena Horne / Mabel King / Thelma Carpenter / Theresa Merritt,1988,Top of the Pops: The Story of 1979,2014.0,,One Day at a Time,marijohn wilkin + kris kristofferson + lena martell,0
5146,958370,399620,Egypt_ Egypt,The Egyptian Lover,0,Crack House,1989.0,,Egypt  Egypt,the egyptian lover,1
3679,800333,204222,I Can't Go For That (No Can Do),Daryl Hall & John Oates,1981,Scene at 6:30,1963.0,(1964-10-16),I Should Have Known Better,john lennon + paul mccartney + the beatles,0
681,893844,220286,Save Your Love,Great White,1987,Soul Train,1971.0,Stephanie Mills/Force MDs (#17.26),Your Love Drives Me Crazy,james edward white + jr. + force m.d.s,0
258,934247,483674,We Will Rock You (Live 2000),Queen & Five,0,In Lieu of Flowers,2013.0,,Still in Love With You,trent yaconelli + five a.m.,0
3900,931743,1866,Happy End In Agrabah,Alan Menken,1992,20 to 1,2005.0,TVs Funniest Neighbours (#10.5),Happy Together,the turtles + alan gordon + gary bonner,0
985,959912,652694,Bean Dubh an Ghleanna (Dark Woman of the Glen),Tony Mac Mahon_ Noel Hill & Iarla O Lionaird,0,The Cemetery Club,1993.0,,Kiss Of Fire,lester allen + robert hill + diane ladd,0
2257,232119,635557,Zobi La Mouche,Les NÃ©gresses Vertes,1988,Sur mes lÃ¨vres,2001.0,,Zobi la mouche,les nÃ©gresses vertes + kind permission of editions emi virgin music publishing + delabel editions + kind permission of virgin france,1
3587,570892,321149,Love,Kele Le Roc,0,World Championship Snooker,1973.0,2015: Day 14  Part 3 (#43.72),My Love,kele le roc,1
2748,766114,42794,Wouldn't It Be Nice,The Beach Boys,1966,Casal Rock,2009.0,Compte enrere (#2.9),Wouldnt It Be Nice,brian wilson + mike love + tony asher + the beach boys,1
1847,912091,219643,In the Misty Morning / My Life on the Plains,Dave Graney 'N' The Coral Snakes,1992,Sons of Anarchy,2008.0,Hell Followed (#1.9),This Life,curtis stigers + bob thiele jr. + dave kushner + the forest rangers,0
4599,513208,57006,Part-Time Lover,Stevie Wonder,1985,Dancing Stars,2005.0,(#7.8),Part-Time Lover,stevie wonder + dancing stars live-orchestra,1
690,926646,649808,I Want Some of Your Pie,Blind Boy Fuller,1989,The Black Facade,2009.0,,Fourth of July,jamie ewing + bent outta shape + ian pony boy campbell + ren khodzheyev + matthew skip callahan,0
2713,946875,347918,Improvisation in the form of Theme and Variation on 'Someone to watch over me': Theme,Martin Jones,0,Amos & Andrew,1993.0,,Tales Of Brave Ulysses,cream + eric clapton + martin sharpe,0
1408,18583,12143,Will I See My Star,The Dolly Rocker Movement,2006,American Idol: The Search for a Superstar,2002.0,Top 13 Perform (#11.17),I Will Always Love You,dolly parton + jessica sanchez,0
4230,408008,173022,Be My Guest,Manhattan Brothers,0,One Tree Hill,2003.0,I Cant See You  But I Know Youre There (#8.2),Cant Take My Eyes Off You,cary brothers  with jason kanakis,0
888,697604,375635,If You Want This Love,The West Coast Pop Art Experimental Band,1966,Bratz,2007.0,,Doesnt Get Better Than This,alex band + d. damico,0
283,942477,711328,I Get Evil,Pat Benatar,1991,Valley Girl,1983.0,,I La-La-La Love You,pat travers,0
5112,925523,236423,Sarah At Night,Brothers,0,The Anna Nicole Show,2002.0,Paintball (#1.11),Sarah,scott wooldridge + brian wooldridge + the wooldridge brothers,0
5104,952277,628996,I'll Play The Blues For You,Albert King,1972,Stars in Your Eyes,1956.0,,Without You,edwin astley + albert elms + hazel astley + malcolm harvey + dorothy squires,0
4400,916149,257180,Medley: 60 Minutes Of Your Love/A Lot Of Love (2004 Digital Remaster) (Stereo),Simon Dupree & The Big Sound,0,The Mysteries of Laura,2014.0,The Mystery of the Art Ace (#1.7),Piece of My Heart,jerry ragovoy + bert berns + big brother + the holding company,0
4591,867383,86789,Giving You The Best That I Got [Single Version],Anita Baker,2002,Fallen Angels,1993.0,The Quiet Room (#1.3),All the Things You Are,jerome kern + oscar hammerstein ii + chet baker,0
895,959760,57608,In The Name Of The Holocaust: A. 3'36,John Cage,0,Dancing with the Stars,2004.0,(#11.4),Pictures of You,the last goodnight + jeff blue + kurtis john + mike nadeau,0
53,942159,59436,Come Let Me Make Your Love Come Down,Stevie Wonder,1987,Dancing with the Stars,2005.0,Week 6: Stevie Wonder Night (#16.11),I Just Called to Say I Love You,stevie wonder,0
2141,928982,527940,Little Road and a Stone to Roll (LP Version),John Stewart,0,MVP: Most Vertical Primate,2001.0,,Hittin the Road Again,john m. rosenberg + brahm wenger,0
4317,891419,252054,Keep Right On To The End Of The Road,Sir Harry Lauder,0,The Life and Legend of Wyatt Earp,1955.0,The Big Bellyache (#3.2),The Legend of Wyatt Earp,harry warren + the ken darby singers,0
664,926594,57608,Whatever Gets You Thru The Night (2005 Mix),John Lennon,0,Dancing with the Stars,2004.0,(#11.4),Pictures of You,the last goodnight + jeff blue + kurtis john + mike nadeau,0
599,885218,193161,Love Or Let Me Be Lonely,The Friends Of Distinction,1995,Reading and Leeds Festival,2009.0,Kings of Leon (#1.3),Be Somebody,kings of leon,0
1199,501522,507918,La Cosa Buffa (Reprise 9),Ennio Morricone,0,La guerre est dÃ©clarÃ©e,2011.0,,Theme from _La cosa buffa (1972)_ (qv)  directed by Aldo Lado (qv),ennio morricone,0
4937,957938,554220,Coppelia : Act I - Czardas-Danse hongroise,Andrew Mogrelia,0,Neighbors 2: Sorority Rising,2016.0,,I OWN IT,andrew wallace + angel haze + autumn rowe + nacey,0
980,763294,729081,Shuffle Off To Buffalo,Hal Kemp and his Orchestra,0,Yes: Symphonic Live,2002.0,,Close To The Edge,jon anderson + steve howe + chris squire + yes  with european festival orchestra,0
4896,351685,429442,The Next Step Is Love,Elvis Presley,1970,Elvis: #1 Hit Performances,2007.0,,Cant Help Falling In Love,george david weiss + hugo peretti + luigi creatore + elvis presley,0
2534,949414,306500,You're The One That I Want,John Travolta / Olivia Newton-John,1978,Tu cara me suena,2011.0,(#1.1),I Want to Break Free,john deacon + carlos latre,0
