_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
42078,741951,453007,Die Walküre : Act I - Der Männer Sippe sa hier im Saal,Sir Thomas Beecham_ Hilde Konetzi_ Max Lorenz_ Irma Björck_ Andreas Böhm_ Gertrud Wettergren_ BBC Symphony Orchestra,0,Glee: Directors Cut Pilot Episode,2009.0,,I Kissed a Girl,katy perry + lukasz gottwald + max martin + cathy dennis + jenna ushkowitz
42084,959198,453007,The last time i saw paris,Tony Martin,0,Glee: Directors Cut Pilot Episode,2009.0,,I Kissed a Girl,katy perry + lukasz gottwald + max martin + cathy dennis + jenna ushkowitz
42091,417738,453007,Til I Get To You,Ricky Martin,2005,Glee: Directors Cut Pilot Episode,2009.0,,I Kissed a Girl,katy perry + lukasz gottwald + max martin + cathy dennis + jenna ushkowitz
42418,654475,453007,Throw Away Comedy Medley:  Dance With A Dolly / You Are Too Beautiful / Cecilia / Love Walked In  / Carolina In The Morning / Beautiful Dreamer / Swing Low_ Sweet Chariot / I Enjoy Being A Girl / A Little Bit Of Heaven,Dean Martin,0,Glee: Directors Cut Pilot Episode,2009.0,,I Kissed a Girl,katy perry + lukasz gottwald + max martin + cathy dennis + jenna ushkowitz
42514,904865,453007,I Kissed A Girl (Jason Nevins Funkrokr Edit),Katy Perry,2008,Glee: Directors Cut Pilot Episode,2009.0,,I Kissed a Girl,katy perry + lukasz gottwald + max martin + cathy dennis + jenna ushkowitz
42529,823547,28755,ma jeunesse,Carla Bruni,2008,Belíssima,2005.0,,Quelquun Ma Dit,carla bruni
42539,47460,73430,Applejack,Dolly Parton,1977,Dolly,1987.0,(#1.22),Applejack,dolly parton
42631,938302,302044,Heal The World,Michael Jackson,1991,Top of the Pops,1964.0,(1985-12-25),We Are the World,michael jackson + lionel richie + usa for africa
42636,950778,302044,John And Elvis Are Dead,George Michael,2004,Top of the Pops,1964.0,(1985-12-25),We Are the World,michael jackson + lionel richie + usa for africa
42862,930621,302044,Standing On The Corner Of The Third World,Tears For Fears,1989,Top of the Pops,1964.0,(1985-12-25),We Are the World,michael jackson + lionel richie + usa for africa
43126,687385,302044,After Mendelssohn (137 Years) / Paint It Black / Arthur's Treat / Talking World War iii Blues / 89-90-91-92,Gavin Bryars / 1/2 Japanese / Simon Jeffes / Mark Perry / Michael Nyman,0,Top of the Pops,1964.0,(1985-12-25),We Are the World,michael jackson + lionel richie + usa for africa
44209,373839,461302,Just The Way You Look Tonight,Betty Buckley,0,Gypsy,1962.0,,You Gotta Have a Gimmick,jule styne + roxanne arlen + betty bruce + faith dane
44228,933277,461302,The Way You Look Tonight,Betty Carter & Ray Bryant,2002,Gypsy,1962.0,,You Gotta Have a Gimmick,jule styne + roxanne arlen + betty bruce + faith dane
44837,759428,446167,Blinded By The Light,Michael Mind feat. Manfred Mann's Earth Band,2007,Friendship!,2010.0,,Blinded By The Light,bruce springsteen + manfred manns earth band
45449,891419,392864,Keep Right On To The End Of The Road,Sir Harry Lauder,0,City for Conquest,1940.0,,Lullaby of Broadway,harry warren
45614,581017,708948,Undiscovered,Ashlee Simpson,2004,Undiscovered,2005.0,,Undiscovered,ashlee simpson + john m. shanks
45771,217698,14018,Carmen Suite Nr.2 - Chanson du Toréador,George Bizet,0,Animaniacs,1993.0,Cute First (Ask Questions Later)/Acquaintances/Here Comes Attila/Boo Wonder (#5.3),Carmen - Chanson Du Toreador (uncredited),georges bizet
46587,949727,231529,I'm Gonna Make You Love Me,Diana Ross & The Supremes / The Temptations,2000,TV Land Confidential,2005.0,Music (#2.6),The Way You Do the Things You Do,smokey robinson + bobby rogers + the temptations
46665,835378,231529,The Way You Do The Things You Do,The Temptations,1964,TV Land Confidential,2005.0,Music (#2.6),The Way You Do the Things You Do,smokey robinson + bobby rogers + the temptations
46767,889216,91091,Song Of A Sad Little Girl,Rick Wakeman And Dave Cousins,0,Fraggle Rock,1983.0,Boobers Quiet Day (#2.23),The Gypsy Song (I Sniff the Rose),philip balsam + b.p. nichol + dave goelz
47397,958675,81339,The Word Of Your Body (Reprise),Jonathan B. Wright / Gideon Glick / Brian Johnson / Skylar Astin / John Gallagher_ Jr. / Jonathan Groff / Lea Michele / Lilli Cooper / Lauren Pritchard / Phoebe Strole / Remy Zaken,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47426,798089,81339,Love Theme,The Boston Pops Orchestra / John Williams,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47453,954890,81339,The Runaway Fool Of Love,John Stewart,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47466,799343,81339,Love Song For No One,John Mayer,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47497,439142,81339,Love Is In The Air (Fran Mix),John Paul Young,1997,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47530,959760,81339,In The Name Of The Holocaust: A. 3'36,John Cage,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47574,276001,81339,I Love You More Every Day,John Mayall,2007,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47580,570943,81339,The Battle Of Hollywood From '1941' (includes the Irish folksong 'The Rakes of Mallow'),John Williams,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47581,947783,81339,Ride Of Your Life (New Jim Scott Mix),John Gregory,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47650,903360,81339,The magic of love,Russell Watson / Lionel Richie / Jay Berliner / Jeff Bova / Royal Philharmonic Orchestra / John Lubbock,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47679,858536,81339,SNOW WHITE: A Tale Of Terror: Theme,John Ottman,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47724,959488,81339,Eye Of The Zombie,John Fogerty,1986,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
47813,757065,81339,A Place Called Love,Fleming & John,1995,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano díez + laura dickinson + rudy cardenas + baraka may + greg whipple
48020,706689,587639,Like Someone In Love,Ray Brown Trio / Ralph Moore,1991,Race Street,1948.0,,Im in a Jam with Baby,ray heindorf + m.k. jerome + gale robbins
48363,810355,587639,Way Down Yonder In New Orleans,Ray Stevens,0,Race Street,1948.0,,Im in a Jam with Baby,ray heindorf + m.k. jerome + gale robbins
48436,799357,587639,We'll Sing In The Sunshine,Gale Garnett,1988,Race Street,1948.0,,Im in a Jam with Baby,ray heindorf + m.k. jerome + gale robbins
48533,921609,721575,Running Up That Hill,Placebo,2003,When Elephants Were Young,2016.0,,Running Up That Hill,kate bush + placebo
48588,330802,462855,Marc perrone dans la jungle,Marc Perrone,0,Hamlet 2,2008.0,,La Chipapenecas,jeremy sweet + marc ferrari + joaquin rodriguez + jose ramierz + stephanie amaro + nelly cortez + suemy gonzalez + francisco javier juarequi + fernando velozque
48660,961517,462855,Monte cassino - la serra,Marc Perrone,0,Hamlet 2,2008.0,,La Chipapenecas,jeremy sweet + marc ferrari + joaquin rodriguez + jose ramierz + stephanie amaro + nelly cortez + suemy gonzalez + francisco javier juarequi + fernando velozque
48795,541419,715108,Hopeless,KT Tunstall,2007,Volverte a ver,2008.0,,Hopeless,kt tunstall
48796,716538,115806,Hello,Lionel Richie,1983,I Love the 80s,2002.0,1984 (#1.5),Hello,lionel richie
49007,955207,514280,Dance If You Want To,Rose Cousins,2006,Lean on Me,1989.0,,WELCOME TO THE JUNGLE,guns n roses + arrangement with warner special products + slash + axl rose + steven adler + izzy stradlin + duff mckagan
49065,959817,514280,Someone To Love,Special D.,2004,Lean on Me,1989.0,,WELCOME TO THE JUNGLE,guns n roses + arrangement with warner special products + slash + axl rose + steven adler + izzy stradlin + duff mckagan
49387,515900,514280,Nobody Wants To Be Lonely,Ricky Martin with Christina Aguilera,1999,Lean on Me,1989.0,,WELCOME TO THE JUNGLE,guns n roses + arrangement with warner special products + slash + axl rose + steven adler + izzy stradlin + duff mckagan
49521,953751,514280,I'm Beginning To See The Light,Gerry Mulligan With Chet Baker,0,Lean on Me,1989.0,,WELCOME TO THE JUNGLE,guns n roses + arrangement with warner special products + slash + axl rose + steven adler + izzy stradlin + duff mckagan
49707,835974,666657,Who Do You Love,Steve Miller Band,1994,The Informative Adventures of Joe Average,2008.0,,Do Wacko Do,roger miller + paul whiteman + his orchestra
50067,497198,564521,Torero (2001 Digital Remaster),Renato Carosone,0,Olé,2006.0,,Torero,nicola salerno + renato carosone
50210,369958,151313,La Gavina,Marina Rossell,0,Memòries de la tele,2007.0,(#2.12),La calma de la mar,marina rossell
50334,130894,138246,Santa Baby,Eartha Kitt,1953,Lie to Me,2009.0,Secret Santa (#2.8),Santa Baby,eartha kitt
51854,898348,95058,When You're Gone,Avril Lavigne,2007,Gavin & Stacey,2007.0,(#2.7),When Youre Gone,avril lavigne
51927,959053,480663,Every Shining Time You Arrive (Album),Sunny Day Real Estate,1999,Ill Get By,1950.0,,You Make Me Feel So Young,josef myrow + gloria dehaven + dennis day
52207,581213,480663,Love Me Or Leave Me,Gregory Isaacs & Dennis Brown,1989,Ill Get By,1950.0,,You Make Me Feel So Young,josef myrow + gloria dehaven + dennis day
52385,519354,120319,This Little Light of Mine,Pete Seeger with Memphis Slim and Willie Dixon,0,Independent Lens,1999.0,Negroes with Guns: Rob Williams and Black Power (#7.13),Ballad of Old Monroe,pete seeger + malvina reynolds + music traditional/sanga music/schroder music co.
52480,657391,120319,This Wild Old Life,Robert Pete Williams,1971,Independent Lens,1999.0,Negroes with Guns: Rob Williams and Black Power (#7.13),Ballad of Old Monroe,pete seeger + malvina reynolds + music traditional/sanga music/schroder music co.
52584,813047,306008,In The Midnight Hour,Chris Bailey,1996,Três Irmãs,2008.0,,Lovers In Japan,guy berryman + jon buckland + will champion + chris martin + coldplay
52642,946875,306008,Improvisation in the form of Theme and Variation on 'Someone to watch over me': Theme,Martin Jones,0,Três Irmãs,2008.0,,Lovers In Japan,guy berryman + jon buckland + will champion + chris martin + coldplay
52644,654475,306008,Throw Away Comedy Medley:  Dance With A Dolly / You Are Too Beautiful / Cecilia / Love Walked In  / Carolina In The Morning / Beautiful Dreamer / Swing Low_ Sweet Chariot / I Enjoy Being A Girl / A Little Bit Of Heaven,Dean Martin,0,Três Irmãs,2008.0,,Lovers In Japan,guy berryman + jon buckland + will champion + chris martin + coldplay
52719,911834,306008,He's Got The Whole World In His Hands,Chris Clark,0,Três Irmãs,2008.0,,Lovers In Japan,guy berryman + jon buckland + will champion + chris martin + coldplay
52815,724516,630178,I'm Stepping Out (Home Version),John Lennon,0,Stepping Out,1991.0,,Stepping Out,john kander
52963,671415,538738,Give My Regards To Broadway,Barry Manilow,1992,Merely Players,2000.0,,My Old Dutch,barry morse
53025,954185,537146,The Love I Long For (November 30_ 1944 War Bond Rally San Diego_ Ca),Harry James & His Orchestra,0,Meet the Boy Friend,1937.0,,This Business of Love,harry tobias + roy ingraham
53181,926550,537146,Let Our Love Last Forever,Roy Roberts,0,Meet the Boy Friend,1937.0,,This Business of Love,harry tobias + roy ingraham
53365,891419,537146,Keep Right On To The End Of The Road,Sir Harry Lauder,0,Meet the Boy Friend,1937.0,,This Business of Love,harry tobias + roy ingraham
53381,936598,537146,Put A Little Love In Your Heart (The Big Three),Harry J Allstars,2004,Meet the Boy Friend,1937.0,,This Business of Love,harry tobias + roy ingraham
53547,540424,318478,Starry Eyed,Ellie Goulding,2010,Whos Doing the Dishes?,2014.0,Chesney Hawkes (#3.3),Starry Eyed,ellie goulding + jonny lattimer
53633,954185,597724,The Love I Long For (November 30_ 1944 War Bond Rally San Diego_ Ca),Harry James & His Orchestra,0,Rocky V,1990.0,,Go For It! (Heart and Fire!),joey b. ellis + tynetta hare + michael kelly + james earley
53652,854064,597724,Concerto No. 2 for Flute & Orchestra_ K. 314 in D/Rondeau: Allegro,James Galway;Sir Neville Marriner,0,Rocky V,1990.0,,Go For It! (Heart and Fire!),joey b. ellis + tynetta hare + michael kelly + james earley
53695,958768,597724,Waiting For Daddy / Sam Lowry's Wetter Dream 'The Monoliths Erupt,Michael Kamen,2006,Rocky V,1990.0,,Go For It! (Heart and Fire!),joey b. ellis + tynetta hare + michael kelly + james earley
53714,833817,597724,Let's Hear It For The Boy,Katty B.,2001,Rocky V,1990.0,,Go For It! (Heart and Fire!),joey b. ellis + tynetta hare + michael kelly + james earley
53745,950778,597724,John And Elvis Are Dead,George Michael,2004,Rocky V,1990.0,,Go For It! (Heart and Fire!),joey b. ellis + tynetta hare + michael kelly + james earley
53761,946041,597724,Heal Our Land (Song For The National Day Of Prayer),Michael Card,0,Rocky V,1990.0,,Go For It! (Heart and Fire!),joey b. ellis + tynetta hare + michael kelly + james earley
53796,960884,597724,Coming Up For Air,Michael Stanley,1996,Rocky V,1990.0,,Go For It! (Heart and Fire!),joey b. ellis + tynetta hare + michael kelly + james earley
53812,776885,597724,Armed And Ready (2000 Digital Remaster),Michael Schenker,0,Rocky V,1990.0,,Go For It! (Heart and Fire!),joey b. ellis + tynetta hare + michael kelly + james earley
54575,642471,506397,Puccini: Gianni Schicchi: Era uguale la voce?... Ah!... Che zucconi?,Giacomo Puccini,0,La Bohème,1988.0,,La Bohème,giacomo puccini
54707,928096,143000,Morfina,Mundo Cão,2006,Lua Vermelha,2010.0,(#1.147),Morfina,mundo cão
54889,907007,27201,Como É Que Tu Vais,Tony Carreira,0,Belmonte,2013.0,(#1.201),E Agora Tu Vais (Vais Deixar a Minha Vida),tony carreira
55086,417738,172057,Til I Get To You,Ricky Martin,2005,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55111,946875,172057,Improvisation in the form of Theme and Variation on 'Someone to watch over me': Theme,Martin Jones,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55133,782672,172057,You Could Drive A Person Crazy [Company],Maria Friedman_ Ruthie Henshall_ Millicent Martin & Lea Salonga,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55170,13116,172057,Powder Your Face With Sunshine (Smile! Smile! Smile!),Frank Sinatra and Dean Martin,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55189,812189,172057,I Like That You Can't Take That Away From Me,Jae Millz / Eric B. & Rakim / Mashonda / June Christy,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55201,927004,172057,Could It Be I'm Falling In Love,David Grant & Jaki Graham,1985,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55255,427774,172057,You're Nobody Till Somebody Loves You,Frank Sinatra_ Dean Martin and Sammy Davis Jr,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55364,961137,172057,To Taxidi Tou Paravati (Part I),David Lynch,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55371,961194,172057,This Can't Be Love,Frank Sinatra_ Dean Martin and Sammy Davis Jr,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55376,961225,172057,When All Colors Turn To L (Learnig To Trust Album Version),David Meece,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55390,515900,172057,Nobody Wants To Be Lonely,Ricky Martin with Christina Aguilera,1999,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55421,654475,172057,Throw Away Comedy Medley:  Dance With A Dolly / You Are Too Beautiful / Cecilia / Love Walked In  / Carolina In The Morning / Beautiful Dreamer / Swing Low_ Sweet Chariot / I Enjoy Being A Girl / A Little Bit Of Heaven,Dean Martin,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55440,925050,172057,The Pretty Things Are Going To Hell,David Bowie,1999,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55475,458441,172057,Whoops Look Out Behind You (Comedy),Eric Idle,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife
55558,918725,88810,Hay Otra En Tu Lugar,Pablo Montero,0,Festival Internacional de la Canción de Viña del Mar,1963.0,Viña 2013: Noche 5,Espérame en el cielo,albert hammond + pablo herrera
55916,914626,624709,Ease On Down The Road # 3,Diana Ross / Michael Jackson / Nipsey Russell / Ted Ross,0,South of Suez,1940.0,,A Life on the Ocean Wave,henry russell + eric blore
55933,947468,624709,We Will Stand Together (based on Variations on an Original Theme_ Op.36 'Nimrod'),Russell Watson,0,South of Suez,1940.0,,A Life on the Ocean Wave,henry russell + eric blore
56627,901535,601580,Gaal Sun Ja,Malkit Singh,0,Saal Solvan Chadya,1977.0,,Sun Sun Be Mere Makhana,rajinder singh
57480,958143,180138,I Belong To Glasgow,Ramblin' Jack Elliott,1998,Peaky Blinders,2013.0,(#1.2),The Hardest Button to Button,jack white + the white stripes
57490,528082,180138,The Hardest Button To Button,The White Stripes,2003,Peaky Blinders,2013.0,(#1.2),The Hardest Button to Button,jack white + the white stripes
58287,960963,509363,Y Ya Tu Campana No Suena,Juan Formell y los Van Van,0,La tirana,1958.0,,Yo no quiero requiebros,juan solano + xandro valerio + josé antonio ochaíta + agrupación sinfónica de barcelona
58331,561969,509363,Entre Tu Y Yo,La Sonrisa De Julia,2008,La tirana,1958.0,,Yo no quiero requiebros,juan solano + xandro valerio + josé antonio ochaíta + agrupación sinfónica de barcelona
58333,956727,509363,Pa' Arriba No Va,El Gran Combo De Puerto Rico,2004,La tirana,1958.0,,Yo no quiero requiebros,juan solano + xandro valerio + josé antonio ochaíta + agrupación sinfónica de barcelona
58335,777484,509363,Para Que No Te Vayas,La Red De San Luis,0,La tirana,1958.0,,Yo no quiero requiebros,juan solano + xandro valerio + josé antonio ochaíta + agrupación sinfónica de barcelona
58677,85784,543992,The Honky Tonk Life I Lead,The John Evans Band,0,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
58714,954550,543992,Bitch_ I Love You,Black Joe Lewis & The Honeybears,0,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
58748,913984,543992,I Wonder What´s Become Of Sally,Ray Anthony Orchestra - Big Band Swing,0,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
58788,881766,543992,The Way I Feel Tonight,Steve Cropper,1971,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
58872,196200,543992,I Love You,Steve Miller Band,1970,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
58925,960989,543992,Fat Boys (Can Make It In Santa Monica) (Live At The Troubadour),Nitty Gritty Dirt Band,1969,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
58957,957376,543992,I Want To Make The World Turn Around,Steve Miller Band,1986,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
58963,961417,543992,I Need Blood,King Diamond & Black Rose,2001,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
58969,957500,543992,I Just Wanna Rock,Joe Satriani,2008,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
59000,949721,543992,I Feel Like A Million,Joe Hill Louis,1967,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
59006,957956,543992,I Can't Get Started With You,Steve Tyrell,0,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
59035,315111,543992,I'm Henry The Eighth I Am,Joe Brown And The Bruvvers,0,Money for Nothing,1993.0,,I Can Laugh About It Now,steve diamond + diamond mine band + joe turano
59041,825938,404891,Je T'Aime Grand Duke,Arthur H,0,Dangerous When Wet,1953.0,,Aint Nature Grand,arthur schwartz + esther williams + fernando lamas
59059,717978,23240,How Long Blues,Preservation Hall Jazz Band,2008,Baseball,1994.0,A National Heirloom (#1.4),Chimes Blues,new black eagle jazz band
59060,563210,23240,Folsom Prison Blues,The John Evans Band,0,Baseball,1994.0,A National Heirloom (#1.4),Chimes Blues,new black eagle jazz band
59068,945209,23240,Triagle Blues,New Roanoke Jug Band,0,Baseball,1994.0,A National Heirloom (#1.4),Chimes Blues,new black eagle jazz band
59121,68632,93170,Crystal Blue Persuasion,Tommy James And The Shondells,1968,Fringe,2008.0,Back to Where Youve Never Been (#4.8),Crystal Blue Persuasion,ed gray + tommy james + mike vale + the shondells
59154,951349,587558,Crying Time,Ray Charles / The Count Basie Orchestra,0,Rabbit Transit,1947.0,,Time Waits for No One,cliff friend + charles tobias
59301,907884,587558,Is It Wrong To Feel So Good (At This Time In My Life),Cliff Eberhardt,1993,Rabbit Transit,1947.0,,Time Waits for No One,cliff friend + charles tobias
59325,898770,587558,One For The Road [Album Version],Funeral For A Friend,2007,Rabbit Transit,1947.0,,Time Waits for No One,cliff friend + charles tobias
59542,180831,600003,Make Me Feel Good,G Unit ft. 50 Cent_ Lloyd Banks_ Tony Yayo & Young Buck,0,Rudolph the Red-Nosed Reindeer: The Movie,1998.0,,Show Me The Light (Love Theme),bill medley + jennifer warnes + al kasha + michael lloyd
59759,759428,600003,Blinded By The Light,Michael Mind feat. Manfred Mann's Earth Band,2007,Rudolph the Red-Nosed Reindeer: The Movie,1998.0,,Show Me The Light (Love Theme),bill medley + jennifer warnes + al kasha + michael lloyd
59865,309498,600003,Medley: Lover Come Back To Me/(I Don't Stand) A Ghost Of A Chance With You/Just You_ Just Me,Charlie Shavers / Bill Harris / Charlie Ventura / Ralph Burns / Bill Arango / Curly Russell / Sid Catlett,0,Rudolph the Red-Nosed Reindeer: The Movie,1998.0,,Show Me The Light (Love Theme),bill medley + jennifer warnes + al kasha + michael lloyd
59897,603067,600003,You Send Me,Kenny G with Michael Bolton,1997,Rudolph the Red-Nosed Reindeer: The Movie,1998.0,,Show Me The Light (Love Theme),bill medley + jennifer warnes + al kasha + michael lloyd
60198,756986,305007,Two Sleepy People,Art Garfunkel,1992,Treme,2010.0,Shame  Shame  Shame (#1.5),People Say,zigaboo modeliste + art neville + leo nocentelli + george porter jr. + the meters
60212,943923,305007,Purple People Eater,George Thorogood,0,Treme,2010.0,Shame  Shame  Shame (#1.5),People Say,zigaboo modeliste + art neville + leo nocentelli + george porter jr. + the meters
60221,469079,305007,People Say (Single Version),The Meters,2000,Treme,2010.0,Shame  Shame  Shame (#1.5),People Say,zigaboo modeliste + art neville + leo nocentelli + george porter jr. + the meters
61593,951349,656565,Crying Time,Ray Charles / The Count Basie Orchestra,0,The Dirty Game,1965.0,,Paris Time (Finale),gian piero reverberi + orchestra gian piero reverberi
62434,757705,453472,Baby Love,The Supremes,1964,Glory Road,2006.0,,Baby Love,brian holland + lamont dozier + eddie holland + the supremes
62440,668870,453472,Stop! In The Name Of Love,Supremes,0,Glory Road,2006.0,,Baby Love,brian holland + lamont dozier + eddie holland + the supremes
62502,912532,453472,Love Sick Soul,Brown McGhee_ Jay McShann & Eddie 'Cleanhead' Vinson,0,Glory Road,2006.0,,Baby Love,brian holland + lamont dozier + eddie holland + the supremes
62577,949348,453472,Hallelujah! I Love Her So,Eddie Cochran & Gene Vincent,1988,Glory Road,2006.0,,Baby Love,brian holland + lamont dozier + eddie holland + the supremes
62597,949727,453472,I'm Gonna Make You Love Me,Diana Ross & The Supremes / The Temptations,2000,Glory Road,2006.0,,Baby Love,brian holland + lamont dozier + eddie holland + the supremes
62650,870464,453472,More Love And Compassion,Brian Free & Assurance,0,Glory Road,2006.0,,Baby Love,brian holland + lamont dozier + eddie holland + the supremes
62748,959598,519369,The Most Wonderful Time of the Year,Kevin Koelbl,0,Limitless,2015.0,,Peace of Mind,kevin macleod
62830,959355,519369,O Little Town Of Bethlehem,Kevin Max,0,Limitless,2015.0,,Peace of Mind,kevin macleod
63171,398561,568750,He'll Never Love You (Like I Do) (2007 Digital Remaster),Freddie Jackson,2007,Out of Sight,1966.0,,A Love Like You,derek quinn + alan jones + freddie + the dreamers
63276,959195,568750,I Love You (I Need You),Linda Jones,0,Out of Sight,1966.0,,A Love Like You,derek quinn + alan jones + freddie + the dreamers
63310,959424,568750,Love In The Meantime,George Jones & Tammy Wynette,0,Out of Sight,1966.0,,A Love Like You,derek quinn + alan jones + freddie + the dreamers
63379,917415,568750,Love On Top Of Love-Killer Kiss (The Cole & Clivilles Garage House Mix) (Digitally Remastered 2004),Grace Jones,1989,Out of Sight,1966.0,,A Love Like You,derek quinn + alan jones + freddie + the dreamers
63438,960219,568750,True Love Ways,Catherine Zeta Jones / David Essex,0,Out of Sight,1966.0,,A Love Like You,derek quinn + alan jones + freddie + the dreamers
63516,792787,568750,A Love Like You,Freddie & The Dreamers,1992,Out of Sight,1966.0,,A Love Like You,derek quinn + alan jones + freddie + the dreamers
63757,810942,568750,People Will Say We're in Love,Gordon MacRae & Shirley Jones With Jay Blackton And His Orchestra,0,Out of Sight,1966.0,,A Love Like You,derek quinn + alan jones + freddie + the dreamers
63800,919254,64660,The Cigar Song,Brad Paisley,2003,Degrassi: The Next Generation,2001.0,Tonight  Tonight: Part 2 (#12.28),Supermans Song,brad roberts + whisperhug
64224,919694,511713,Can't Front On Me (LP Version),Pete Rock & C.L. Smooth,1992,Last Call at Murrays,2016.0,,Devil Made Me Do It,pete sandberg + the go getters + john savage
64280,437384,511713,They Call It Stormy Monday (But Tuesday Is Just as Bad),John Hammond,1967,Last Call at Murrays,2016.0,,Devil Made Me Do It,pete sandberg + the go getters + john savage
64298,762106,511713,Devil Knows His Name,Pete Berwick,0,Last Call at Murrays,2016.0,,Devil Made Me Do It,pete sandberg + the go getters + john savage
64333,744965,511713,Mercy Mercy Me [The Ecology] [Live From Live Earth],Corinne Bailey Rae & John Legend,0,Last Call at Murrays,2016.0,,Devil Made Me Do It,pete sandberg + the go getters + john savage
64417,520600,677051,Shock Of Mighty,Dave Barker / The Upsetters,0,The Other Side of Rick Wakeman,2007.0,,A Glimpse Of Heaven,dave cousins
