id,title,artist_name,year
935810,Geechy Joe,Cab Calloway And His Orchestra,0
952195,Leffes polska,Sofia Karlsson,2002
960390,I Want to Call You Sweetheart,Frankie Yankovic/Walter Ostanek,0
616329,New Star,Jonatha Brooke / Derek Trucks,2008
911243,Tonight (Single Mix),Alex Band,0
780172,Teen Angel,Mark Dinning,1973
894862,Black Wagon Blues,Leroy Carr,0
961517,Monte cassino - la serra,Marc Perrone,0
960400,'94 Ho Draft,Warren G / Ricky Harris,1994
935825,Have You Seen That Lonesome Train,Eddie Kirkland,0
903058,The Rose Captain,Sea Wolf,2007
624532,Under The Bridge (Ignorants Remix Featuring Jean Paul E.S.Q),All Saints,1998
960405,Bonus Track,John P. Kee;John P. Kee & The New Life Community Choir,0
952214,Mar Y Cielo,Trio Los Panchos,0
521881,Mambo Rincon,Patato Valdes_ G. Hidalgo_ Luis Frank_ Pío Leiva_ Chiki,1998
632734,Bali Ha'i - (From the 20th Century-Fox film 'South Pacific'),Bloody Mary & The Ken Darby Singers,0
876515,Hey! Baby,Bruce Channel,1962
485281,Por Una Cabeza,Carlos Gardel,1989
960805,No. 1 Drunkard,Washboard Sam,0
960422,Eden,Stéphane Pompougnac with Nicole Graham,2008
937073,Danny Boy,Glenn Miller,1988
960427,Tomorrow_ Maybe,Better Luck Next Time,2008
944047,Perfect World,Days Of Rage,0
640947,Dog Day Afternoon,The Gay Blades,2008
919476,El Jinete,José Alfredo Jimenez,1990
960441,Give It To Me,Mobb Deep / Young Buck,2006
427964,El Alma Al Aire (en vivo desde Buenos Aires),Alejandro Sanz,2007
960448,Place To Be,Ill Biskits,2004
903105,Early Spring,Joe Giardullo Trio,0
404470,K.O.,David Banner,2008
894918,Das Lied von der Erde - Symphonie fur eine Alt und eine Tenorstimme und grosses Orchester/5. Der Trunkene im Fruhling - Allegro,Leonard Bernstein;Israel Philharmonic Orchestra;Christa Ludwig;René Kollo,0
938270,Shut Up And Drive,New Duncan Imperials,0
813002,Cruel Summer,Bananarama,1983
952268,I Go To Pieces,Jimmy Cliff,0
550864,Ring Of Fire,June Carter Cash,2008
133074,Life Is A Carnival,The Wild Magnolias,0
206805,I'm Going to Sit Down at the Welcome Table,Jesse Fuller,0
951972,Poor Man's Ice Cream,Tilly & The Wall,2008
690139,Only Love Can Set You Free,American Music Club,2004
829406,Reet Petite And Gone,Louis Jordan & His Tympany Five,2001
944440,Bombs & Palm Trees,Coffinberry,0
4432,The Luck You Got,The High Strung,2005
960482,Return To Oz,Scissor Sisters,2004
957801,Por La Escalera,Diego Torres,0
883337,Stop Crying Your Heart Out,Leona Lewis,2009
658428,Um Caso Raro,Pólo Norte,0
789155,Superstar,Carpenters,1971
649195,The Old Chisholm Trail,Michael Martin Murphey,1989
960493,Number Nine (Live @ The Troubadour_ LosAngeles),The Paul Butterfield Blues Band,0
960494,The Angels,Richard Souther,1997
715773,Straight Outta Compton (2002 Digital Remaster) (),N.W.A.,0
951976,Through The Light,John O'Callaghan & Tom Colontonio,0
958803,In The Dark,Tiësto ft. Christian Burns,2007
936530,Piano,French Kicks,2001
960501,Land of 1000 Dances,Chris Kenner,1962
813047,In The Midnight Hour,Chris Bailey,1996
665593,The Pajama Game,Doris Day_ John Raitt_ Eddie Foy & Cast,0
960506,Record Session,Harry James & His Orchestra,0
944125,Auld Lang Syne,The Yobs,1989
960511,Texas Woman,Tommy Alverson,0
830418,Night And Day,Cole Porter,1964
329729,You're A Movie (Album Version),Alice Cooper,1981
641026,I Will Follow You into the Dark (Album Version),Death Cab for Cutie,2005
378883,Sildavia,La Unión,1984
958626,Eat Me Oh My Lady,Monkey Business,0
841433,Fate of the Maiden,Amberian Dawn,2008
952329,Singing Time,Tommy Steele,0
960528,I Want to Say,Plaisir de France,0
960530,Sofrosine: Acto II - A las puertas del Ténaro: Preludio,TYR,2006
893273,Little Pieces,Monoceros,2007
706030,Party,Demi Lovato,2008
944154,I Ain't Got Nobody,Stanley Black,0
960539,Moonlight Shadow,Groove Coverage,2002
485404,1st Annual Bootleg Music Awards,Shabazz The Disciple,2003
616477,Leaving Forever,Anne Dudley,2006
731173,Wait Till The Sun Shines_ Nellie,Buddy Holly,0
895014,Leader Of The Pack,The Shangri-Las,1964
886823,The Streets Of Laredo,Michael Martin Murphey,1989
600104,The Vanir Tribe,Black Messiah,2009
196200,I Love You,Steve Miller Band,1970
952362,The Sailors,Mani Spinx,0
911403,Petticoat Junction,Ron White,2006
935980,Cost Of Living,Right Said Fred,2006
854064,Concerto No. 2 for Flute & Orchestra_ K. 314 in D/Rondeau: Allegro,James Galway;Sir Neville Marriner,0
960561,Rasta Country,Keith Hudson,0
935989,I Just Love the Way You Tell a Lie,Don Gibson,1991
960566,Could It Be I'm Falling In Love,Percy Sledge,0
960567,7 Days,Craig David,2000
952376,Los Novios,Los Amantes De Lola,2001
251572,SpongeBob SquarePants Theme Song performed by Cee-Lo Green,Cee-Lo,0
927803,Sobre Las Olas (Sur Les Grands Flots Bleus),Emile Vacher,0
648885,Spinning Around (Sharp Vocal Mix),Kylie Minogue,2000
870464,More Love And Compassion,Brian Free & Assurance,0
961083,Chime Again,Philip Jeck,2008
608323,Dim Star Theme (LP Version),Dim Stars,0
960580,Ride Into The Night,Blessed By a Broken Heart,2008
944197,Thinking Is Killing Me,The Manhattan Love Suicides,2006
936012,Que Difícil Es Hacer El Amor En Un Simca 1000,La Banda Del Capitan Canalla,0
223309,Walking On Sunshine,Katrina and the Waves feat. Soweto Gospel Choir,1985
952401,UNTITLED 2,Venus Hum,2006
960594,Man On The Run,Dash Berlin,2009
945166,Tell You (Today) (Original 12' Instrumental),Loose Joints,1983
854102,10 X Faster Than The Speed Of Love,Meat Beat Manifesto,1990
567383,Nan Shi Jin Tian Ni Hen Hao,Sammi Cheng,0
247896,How I Met Your Mother (Album Version),The Friday Night Boys,2009
960601,You Better Think Twice,The Richie Furay Band,0
960603,Stella By Starlight,Sonny Stitt,0
141406,Love Will Tear Us Apart,Susanna And The Magical Orchestra,2006
936031,Roll River Jordan - Original,Ras Michael,0
567394,If I Were A Carpenter,Bobby Darin,1990
960613,Symphony No. 6 in C major_ D589: Second movement: Andante,Sir Thomas Beecham/Royal Philharmonic Orchestra,0
960616,Cold Night In Virginia,The Blacktop Cadence,1998
772201,Na Medida do Impossível,Ana Cañas,0
952426,Rudolph the red-nosed reindeer,Riff Raff,0
305260,Two Motets / Zwei Motetten Op. 29/2 - Schaffe in mir_ Gott (1857/60) / Create in me a clean heart_ O God,Tapiola Chamber Coir and Juha Kuivanen (conductor),0
960621,Fantasy,Nick Fiorucci,0
870510,Cold Wind (Baby Come Home) (Pete Berwick),Pete Berwick,0
951997,Stop That Train - Mou Kokonya Nido to Modoranai,Fire Ball,0
545128,A House  Full Of Girls,Isaac Hayes,0
903282,Poor Young Mans Heart,Kristofer Åström_ Hidden Truck,0
764019,Que Sera_ Sera (Whatever Will Be_ Will Be),Doris Day,0
960629,Baby I'm Back,Harold Melvin & The Bluenotes,0
960633,Release The Gimp,Cattle Decapitation,2000
591999,Whoa Oh! (Me vs Everyone),Forever The Sickest Kids,0
747649,Presentación en la Casa de la Cultura,Porno para Ricardo,0
886917,Mary_ Did You Know?,Mark Lowry,0
837769,La Vida Sigue Igual,Sandro,1994
951776,Sei Du bei mir,Karin Ruckerbauer,0
903307,Claire P.,Richard Pinhas,1994
919694,Can't Front On Me (LP Version),Pete Rock & C.L. Smooth,1992
706705,People Come In Slowly,Low Motion Disco,2008
845972,Days Of Old (Album Version),Eric Clapton / B.B. King,2000
821397,Heroes Theme,Wendy & Lisa (Feat. Shenkar),0
10390,(There'll Be) Peace On The Valley (For Me),Elvis Presley,0
18583,Will I See My Star,The Dolly Rocker Movement,2006
960665,Una Rafaga De Amor,Ráfaga,0
772251,I'm All It Takes To Make You Happy,Carly Simon,1995
886940,Le Roi s'amuse: Incidental Music - Ballet Music: V.      Madrigal,Sir Thomas Beecham/Royal Philharmonic Orchestra,0
379037,Rocket Man (I Think It's Going To Be A Long_ Long Time),Elton John,1976
960672,Nu' Jeg Alene,Ray Dee Ohh,2002
864624,The Broken Promise/O'Mahoney's/Murphy's Reel,Gaelic Storm,1999
960677,When I First Saw You Baby,George McCrae,0
896437,Star Spangled Banner (Rock),Blues Traveler Live,0
936107,Kings & Queens (LP Version),Renaissance,0
909682,Quand La Bouteille Est Vide,Jean-Jacques Goldman,1982
960686,Tu Estas Mal,El Gringo De La Bachata,0
927919,It's The Time Of The Season,Ilona Knopfler,2003
562888,God Only Knows (Sax Solo),The Beach Boys,0
575669,The Girl Can't Help It,Little Richard,1956
854198,Cross The Line,Superchick,2008
960697,Petrus Complains,Jack Of Heart,0
870586,Don't Let Anyone Bring You Down,Minnie Riperton,1975
919741,Parisien Du Nord (Live),Cheb Mami - K-Mel,0
860533,I Run To You (Live),Lady Antebellum,0
903360,The magic of love,Russell Watson / Lionel Richie / Jay Berliner / Jeff Bova / Royal Philharmonic Orchestra / John Lubbock,0
912532,Love Sick Soul,Brown McGhee_ Jay McShann & Eddie 'Cleanhead' Vinson,0
30411,Loose Translation,The New Pornographers,2003
950646,Home Is Where The War Is,Red Rockers,1995
944328,Esque,Roger Kellaway,1970
534729,Don't Lose My Number  (LP Version),Phil Collins,1985
946551,Heads You Win Tails I Lose,Dan Tyminski,2008
35022,Rhythm Is Our Business,Jimmie Lunceford & His Orchestra,0
534735,Un Ange Frappe A Ma Porte,Natasha St-Pier,2006
936145,To Know Him Is To Love Him,The Teddy Bears,1958
960724,The Wonder Of The Cross,Vicky Beeching,2007
849614,I Know You  Pt. 2 (Album Version),Morphine,1997
903382,For He's A Jolly Good Felon (Album),Lostprophets,2010
926073,Wa Wa Fu Ren,Miriam Yeung,0
248025,I Can't Drive 55,Sammy Hagar,1984
960732,Anytime,It's A Beautiful Day,1990
805085,Sandhabela Tumi Ami Boshe achi,JoJo,0
109734,Wanted Dread And Alive (2002 Digital Remaster),Peter Tosh,0
952544,I Like It A Lot,Princess Superstar,2005
788706,Boom Boom,Tony Joe White,1970
307579,Autumn Leaves,Nat King Cole,1954
960740,Crooked,Evil Nine,2002
960742,Szenen Aus Goethes Faust_ Part Three/III. 'Wie Felsenabgrund mir zu Fussen,Claudio Abbado,0
571089,Billy S.,Skye Sweetnam,2003
936168,Black Island,Cuba featuring Shara Nelson,0
960746,Ready For War,TONKA,0
960747,River Mercy,Jim Stärk,2003
936175,How Long Do I Have To Wait For You?,Sharon Jones & The Dap-Kings,2005
895216,No Sé El Teu Nom,Fes-te Fotre,2000
919793,Fly - Hikari no Naka e,Mio Isayama,0
903410,Un Bel Di Vedremo,Montserrat Caballe,0
215284,Jingle Bells (Album Version),Boney James,0
493816,I've Learned To Live,Shelby Lynne,0
267988,Nan Fang De Feng,Kary Ng,2006
395514,Beat The Drums,Van Der Karsten,2007
16767,When Morning Comes To Town,The Field Mice,1989
862461,Hello_ Dolly!,Jerry Herman,0
321790,Don?t Want To Leave / I Still Love You,ISRAEL & NEW BREED,0
477439,I Dont Care This Time Around,Lewis Taylor,2004
960768,Movie Madness,High Tide,0
837889,Wicked Games (Letting Go Mix),Hott 22,0
600323,Punch And Judy Man / Irish Rover,Dublin City Ramblers,0
939734,The Academy In Peril,John Cale,1972
934273,Place Of Gold (Largo Do Ouro),William Coulter,0
960776,I'm Gonna Run To The City Of Refuge,Blind Willie Johnson,1991
960779,Dancer (2009 Digital Remaster),The Michael Schenker Group,0
960780,Rhythm Is Gonna Get You (In The Style of Gloria Estefan) - Karaoke,Sound Choice Karaoke,0
846093,Little Orphan Girl (Live),Jets,0
928015,La Cucaracha,Percy Faith & His Orchestra,1957
936209,D And D,Jedi Mind Tricks Presents: Army Of The Pharaohs,0
944403,Japanese Sandman,Red Nichols and His 5 Pennies,0
928020,A Mere Accident,Slow Coming Day,2002
928021,Treat Me Like A Saturday Night,Joe Ely,2000
911639,White Crow,Verse & Keaton Ft. Angel,0
960792,Trio 1 in F Major_ Op. 18: IV. Allegro,Altenberg Trio Wien,0
936217,Medley: Que Nega É Essa / Que Pena (Ela Já Não Gosta Mais De Mim) / Domingas,Jorge Ben,1973
960794,I Gotta Know (Originally By: Elvis Presley),Face To Face,0
853614,Banks Of Loch Lomond,Micky Modelle,0
665891,Letterbomb [feat. Green Day & The Cast Of American Idiot] (Album Version),Green Day,0
811398,Walking My Baby Back Home,Paul Anka,0
960806,(Now She´s) Gone,Mark Steiner,0
957489,O Holy Night (Album Version),Paul Brandt,0
448220,Merci La Vie,Mickey 3D,1999
92458,Wat Voor Weer Zou Het Zijn In Den Haag (3:48),André van Duin,0
330802,Marc perrone dans la jungle,Marc Perrone,0
936239,Auckland CBD Part Two,Lawrence Arabia,2009
960817,Like The Last Time,Matt Wertz,2005
960819,Walking On Water,Melissa Etheridge,2001
960822,Sweet Lorraine,Dexter Gordon,1998
803209,Tijuana Sound Machine,Bostich_ Fussible,0
911672,Trauma,Placebo Effect,1994
879668,Ese Soy Yo,Yaga_ Mackie_ Maicol_ Manuel,2002
960826,Happy on the Mississippi Shores,The Nashville Bluegrass Band,1991
387387,Dancing At Twilight,Marquee Moon,0
580287,NAN GUO DE HAI ZI,Deserts Xuan,0
928063,Dirty Little Secrets - Bomb Gang Girls (Album Version),My Life With The Thrill Kill Kult,1993
534849,Let Me Set You Free,Victor Calderone,0
854338,Promise Me,Beverley Craven,1990
954763,I'm Confessin' (That I Love You),Les Paul_ Mary Ford,0
128737,Had I Known You Better Then (LP Version),Daryl Hall And John Oates,1996
928072,Night Life,Ray Price,1989
895305,Mule Train,Tennessee Ernie Ford,1990
100684,Lady Marmalade,Christina Aguilera / Lil' Kim / Mya / Pink,2004
960847,Yizkor Requiem: Psalm 23 (Chorus),Academy of St. Martin in the Fields Chorus,0
567633,Mister Tap Toe,Doris Day,0
952658,Misfits Fight Song (feat. Outputmessage),my robot friend,2009
551253,Me Cago En El Amor,Tonino Carotone,1999
895320,What Is Life,George Harrison,1970
731481,Day Dream,Ella Fitzgerald with the Jimmy Jones Trio,0
960858,Wanna Be Good,Ryan Leslie,2009
567644,Super Bad Sisters (2006 Remastered LP Version),Sister Sledge,0
444765,End Credits,James Horner,1988
223582,In Yo Club Feat Nasty Nardo_ Geno Dragon & Blue Boi,Mr Sche,0
878943,You Got That Sex Appeal,Charles Wilson,0
928096,Morfina,Mundo Cão,2006
960865,Tied To The Ground (Album Version),Charmaine,2010
919907,Nosso Estranho Amor,Caetano Veloso,1986
747876,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VI Joie Et Clarté Des Corps Glorieux,Olivier Messiaen,0
960871,The Bear,Danny Breaks,1997
960873,Beginning of the End,Threat From Outer Space,0
878955,Dear Little Town In The Old Country Down,Phil Coulter,0
911724,I Gotta Go Get My Baby,Carl Belew,0
905230,She's Got Rhythm (24-Bit Remastered 00) (2000 Digital Remaster),The Beach Boys,0
936372,Honeysuckle Rose (2008 Digital Remaster) (Rudy Van Gelder Edition),Jimmy Smith,0
944496,Man for the Girls,Delly Ranks,0
960884,Coming Up For Air,Michael Stanley,1996
829813,Ugly Doll Club Mix (Club),Amber,0
960887,Blow,Elephant Beach (Thaione Davis & J. Sayne),2006
941119,El Amigo Que Se Fué,Intocable,2003
944509,3. Heiliger Dankgesang e.Genesenden an die Gottheit_ in der lydischen Tonart.Molto adagio -. Andante - Molto adagio - Andante - Molto adagio.,Takács Quartet,0
952703,Café Da Manhã,Marco Paulo,0
764288,Obsession (Rhythmic Dreams Album Version),David Lyndon Huff,0
780674,Peggy Sue,Buddy Holly,1957
928131,Back For Good (Live Version),Robbie Williams,1998
960901,Loving You Is Sweeter Than Ever,Michael McDonald,0
903558,Da Doo Ron Ron (When He Walked Me Home),The Crystals,1963
584769,If you think youre lonely,Jimmy Riley,0
960904,Big Time,Mistah F.A.B ft.E40_  Mac Dre_ Messy Marv_ Yukmouth_ Mac Mall_ Mr. Kee_ Various Otheres,2005
289162,White Rabbit,Grace Potter and the Nocturnals,2010
594327,Amb Zone,Jesper Kyd,2006
870796,Satan Is Alive,Today Is The Day,1997
903565,Le Quattro Stagioni_ Op. 8 Nos. 1-4 (The Four Seasons)/L'Estate: Concerto No. 2 in G minor_ RV 315 (Summer)/Allegro non molto - Allegro,Gottfried von der Goltz,0
829838,Don't Stop...Planet Rock (House Mix II) (feat. Bambaataa & LFO),Afrika Bambaataa & The Soul Sonic Force,0
681709,Complicated,Carolyn Dawn Johnson,2001
960912,Heaven and Hell,Annie,0
960913,Turn the page,Montauk P,1998
682386,Blue Jay Way,Secret Machines,2007
919955,A Clockwork orange,CH2K,0
649620,Smokie Part 2,Bill Black's Combo,0
403862,I Lost My Little Darlin',Gene Autry,2004
149911,Masai Children's Songs,Ryuichi Sakamoto,0
960920,J'ai rêvé de t'aimer,Jean Lumière,0
706969,Another Likely Story,Au Revoir Simone,2009
459993,The Man Comes Around,Johnny Cash,2002
764318,Solo te doy amor,Greta Y Los Garbo,0
928837,Water Music Suite No.1 for orchestra in F major_ HWV 348/IX. Minuet in D Major,New York Philharmonic;Pierre Boulez,0
479643,We Luv U,Grand Theft Audio,2000
846244,Kommt meine Liebe nicht bei dir an (Single Version),Lukas Hilbert,0
952743,Du bist für mich bestimmt,Marianne Rosenberg,0
346542,Happiness,Alison Krauss / Union Station,1997
960943,Hän on ollut rakkain,Markus,0
879024,Legacy,The Gone Jackals,1995
674226,O Holy Night,Christmas Classics,0
960947,Fiesta In Seville,David Rose And His Orchestra,2004
682420,I Call It Love,Lionel Richie,2006
952758,Up Escalator,Love & Money,0
936375,Time Echoes,Richard Wahnfried,1979
551353,Like Father Like Son,Michael Stanley,0
960956,You Shouldn't Be Lonely,Element Of Crime,1987
477629,Voodoo Child (Slight Return),Jimi Hendrix,1984
846270,Heart Of Gold [Previously Unreleased Live Version],Neil Young,0
960961,I'm Your Destiny,Circle Research,0
960963,Y Ya Tu Campana No Suena,Juan Formell y los Van Van,0
960964,Lucy Snow (From Silent Mother Nature),Catherine Howe,0
949348,Hallelujah! I Love Her So,Eddie Cochran & Gene Vincent,1988
879534,Big Brat,Phantom Planet,2004
936395,Angel City,Helicopter Girl,2004
960972,Kill The Police,G.G. Allin & Antiseen,0
944589,Thanks For The Memory,Susannah McCorkle,2001
960974,Yo Baby's Daddy,Dave Hollister,0
223695,Zé Inácio,Paulo Flores,2002
960976,Strauss_ R. : Elektra 'Ich habe keine guten Nächte' [Klytämnestra_ Elektra],Daniel Barenboim,0
846289,Bad Bwoy,Tenor Saw,0
879058,Freunde für's Leben,Heino,1999
846296,Gotta Travel On (Album Version),Sound Traditions: The Best Of Bluegrass Volume 1,0
952793,I Can't Help Falling In Love,Final Cut,0
960986,Intro (LP Version),Quad City DJ's,0
936411,Head General Hospital,Hopesfall,2007
960989,Fat Boys (Can Make It In Santa Monica) (Live At The Troubadour),Nitty Gritty Dirt Band,1969
870878,Friends Like Mine (Jimmy Kimmel Live! Version),The Donnas,0
879071,Two Little Orphans,Dolly Parton & Lynn Anderson,2003
747259,In The Garden / O_ How I Love Jesus (I Love To Tell The Story Album Version),Mark Lowry,0
942502,Yo Soy Tu Hombre,El Columpio Asesino,2008
502250,I Yen Nan Chin,Phil Chang,0
961003,A Dumb Guy In A Stupid Band,Sloppy Meateaters,0
100846,Time,Billy Porter,0
928239,City of a Million Graves,Toxic Holocaust,2008
526833,Hummingbird,Born Ruffians,2007
943870,Second Chance (For Love),Gabrielle,0
961014,Alright (Big Moses Original Vocal Mix),Stephanie Cooke,0
952824,The Key_ The Secret 2005 (Mat Bradshaw's Retro Re-Rub Edit),Urban Cookie Collective,0
924272,I've Got A Secret (Didn't We Shake Sugaree),Fred Neil,1998
862715,If two Worlds kiss,Pink Turns Blue,1987
961020,I Need You,Joan Armatrading,1980
961021,Thinking Out Loud,Emiliana Torrini,2005
789608,Great Big White World,Marilyn Manson,0
961026,Hello Old Friend,Kim Richey,1999
961027,Stop Fooling Around,Sir Charles Jones,0
961029,Slave,François Feldman,1996
797192,Ill State of Affairs (Ain't No One Down),E.C. Illa,0
961033,Insight (ft. Kirsty Hawkshaw),Mr Sam,0
961034,Close The Door,Prong,1996
949335,When The Saints Go Marching In - Live,The Million Dollar Quartet,0
775938,As I Die,Paradise Lost,0
952846,La Vida Pasa,Orishas,2002
961040,Luna Caprese,Jo Privat,0
781400,Get Up I Feel Like Being A Sex Machine (Part 2),James Brown,0
854547,Girl I Really Love You,G.C. Cameron,2009
846356,Wicked Can't Run,Jah Free,0
887317,Own Way Home,Thunderclap Newman Featuring Zoot Money,0
901632,Lightening Strikes,Lou Christie,0
903703,The Magic Touch,Tony Williams,0
961048,Because The Night,Patti Smith,1978
895513,O Dieu! que de bijoux...Ah! je ris de me voir,Dame Joan Sutherland / Orchestra of the Royal Opera House_ Covent Garden / Francesco Molinari-Pradelli,0
961052,Idiot Song (Live),Monty Python,0
928286,Journey To The Centre Of The Earth,Rick Wakeman And The New English Rock Ensemble,0
920095,Moi je vis chez Amélie Poulain,Fatals Picards,2008
928288,Muevan Las Industrias,Jorge González,0
174625,I Got My Cowboy Hat On,Mark Mothersbaugh,0
608802,Hush Darling,Gregory Isaacs,1981
920102,Money In Tha Bank (feat. Rob Lo),Rydah J. Klyde,0
961064,Boweavil song,Bessie Smith,0
851036,Graven Image,Shinjuku Thief,1991
939783,Santa Lucia,Garrison Keillor,0
936494,Tu Mi Rubi L'Anima,I Collage,0
862768,Green Movement,Ludwig Coenen,0
961073,Jag Tänker Aldrig Bli Nånting,Den Stora Sömnen,0
961075,Off The Glass,Lil Bow Wow,0
150068,You Should Be Dancing (2007 Remastered Saturday Night Fever LP Version),Bee Gees,0
961079,Tillamook County Jail,Todd Snider,2004
830009,Little Things,2 Bit Pie,2006
404027,Der Mond: Tanz der Toten,Philharmonia Chorus And Orchestra_ Rudolf Christ_ Karl Schmitt-Walter_ Helmut Graml,0
731708,Orpheus And Eurydike: Reigen Seeliger Geister,Christoph Willibald Gluck,0
936509,Mi Milas Kindinevi I Ellas,George Dalaras,0
668085,As I Lay Me Down,Sophie B. Hawkins,1994
944704,Canção Simples,Tiago Bettencourt,2007
887362,Don't Turn Your Back (Marlon D. & George Mena Club Mix),Darryl D'Bonneau,0
919307,Laulu hännättömistä perkeleistä,M.A. Numminen,0
960009,Won't Back Down,Gun,0
961094,Elevator to the Moon,Col. Bruce Hampton,0
961095,Ave Maria,Lesley Garrett;Ivor Bolton;Britten Sinfonia,2006
739912,Padre Nuestro,Los Fabulosos Cadillacs,1995
961098,So Many Friends,Martha Wainwright,2006
961100,The Mindstraights,Five Fingers of Funk,1995
961101,King Kong,Psapp,2004
940369,Restraining Order Blues (Album Version),Spitalfield,2005
961103,Make An Effort,Singing Melody,0
929771,Theme From Boyz N The Hood,Stanley Clarke,0
944721,DARE (DFA Remix),Gorillaz,2005
526930,Water Torture,Scraping Foetus Off The Wheel,1984
117331,The Whiffenpoof Song (Baa! Baa! Baa!),Rudy Vallee,2007
707156,The magic in your eyes,The Legendary Stardust Cowboy,1991
961109,Au bal de la belle de mai,Darcelys,0
823737,Do You Really Love Me Or Am I Just In Your Network?,My Little Pony,2008
936536,Think About The Good Times,Nathan and the Zydeco Cha Chas,2010
838233,I Guess The Lord Must Be In New York City,Harry Nilsson,1989
739930,That's The Way (I Like It),KC & The Sunshine Band,1975
445022,El rey,José Alfredo Jiménez,1989
961120,On That Day,Pep Squad,1999
928354,Come Home,The Week That Was,2008
871011,Rock & Roll Gas Station (Live),Adrenalin O.D.,0
952932,Zum Astra,Cirque du Soleil,2004
960273,New York,Sebastien Schuller,2009
961129,Rain Down Rain,Big Maybelle,2002
846951,Haitian Breakdown,The James Taylor Quartet,1995
961133,Tim Tam,Allen Toussaint,1958
649838,Ode to Joy (O Freunde) - excerpt (Symphony No. 9 in D minor 'Choral' Op. 125 mvt IV),Sir Charles Mackerras/Joan Rodgers/Della Jones/Peter Bronder/Bryn Terfel/Royal Liverpool Philharmonic Choir/Royal Liverpool Philharmonic Orchestra/Ian Tracey/Malcolm Stewart,0
756336,All I Want,Michael W. Smith,2004
961137,To Taxidi Tou Paravati (Part I),David Lynch,0
928370,Fish Bowl Man,King's X,2000
961139,Hard Candy Christmas,Dan Bryk,0
961140,Month Of Sundays,Session Americana,2007
789110,Last Train To Clarksville (Municipal Auditorium_ Mobile_ AL.) (Live 8/12/67),The Monkees,0
567927,Pizza Master Ice Cream Palace,These Are Powers,2007
952952,Gutten i røyken,Dumdum Boys,2009
961145,Watching For Shapes,Kim Wilde,1981
920187,Blowin' In The Wind,Bob Dylan,1963
510588,That Girl (LP Version),Bad Company,1986
961149,Hold My Hand,Don Cornell,2005
961151,Believe In Love Tonight,Tony Sheridan,0
961152,Gone Fishin' (Live),TURNING POINT,0
912001,It's a Mad_ Mad_ Mad_ Mad World,The Shirelles,1995
961154,Take A Walk On The Wild Side,Company B,0
944771,Contigo En La Distancia,Pedro Guerra,0
363140,The Day We Caught The Train,Ocean Colour Scene,1996
895622,While My Guitar Gently Weeps (Live) (2004 Digital Remaster),George Harrison,0
895089,Smoke Gets In Your Eyes,Billy Vaughn And His Orchestra,0
952970,Tomorrow's paper,Luther Russell,0
445067,The Secret Garden,William Orbit,1987
387725,FML,Deadmau5,2009
895631,Park's Place,Royal Crown Revue,1996
952976,The Twisted Nails Of Faith,Cradle Of Filth,1998
805521,Carl's Big Chance (Digitally Remastered 00),The Beach Boys,0
830099,Nix is fix,Rainhard Fendrich,1991
952981,Party Music,Galt MacDermot;Tom Pierson,1979
936598,Put A Little Love In Your Heart (The Big Three),Harry J Allstars,2004
961178,Born To Live (Album Version),Lil Scrappy,2006
957551,Young Love,Sonny James,1959
895644,Il Segreto Di Una Donna,Michele Zarrillo,2008
847080,Aint Too Good,Richie Arndt & The Bluenatics,0
797344,To Mi Sie Sni,Maanam,2004
961185,Les Armes Du Temps,Derniere Volonte,1999
961187,Ako Pa Rin Sana,Roeder,0
944805,This Is Da Way (LP Version),Artifacts,1997
731815,The Red Room,Post War Years,2009
895657,Oh Very Young,Cat Stevens,1974
961194,This Can't Be Love,Frank Sinatra_ Dean Martin and Sammy Davis Jr,0
486062,May Day_ May Day,Cocoa Tea,1992
961199,Piratu de Tu Amor,David Saylor feat. Robert Martinez,0
961200,There's A God Somewhere,Dorothy Love Coates / The Original Gospel Harmonettes,0
520560,if All I Thought Were True,Attack In Black,2007
875635,The Theme (Merka Remix),Unique 3,0
961204,The Moment Of Truth,Vic Damone,0
961205,End Of The Road,Boyz II Men,1992
961207,A God King Bleeds (Album Version),Tyler Bates,0
961208,My Girl Friend Julayda,Frankie Yankovic & His Yanks,0
953460,The Boat That I Row,Submarine Races,2006
845599,Favorite Disease,Thousand Foot Krutch,2007
862910,Going The Distance (Album Version),Chad Brock,0
944831,Be Your Man,Jesse Johnson,1984
895681,Spirit Talk,Kevin Eubanks,1993
625346,To Make A Long Story Short,Benny Mardones,0
961219,Sto Talking About Music,Thee Butcher's Orchestra,0
961220,One Hour Action/Drama,Mystery Machine,1995
961221,DDL,Broadcast,2001
953030,Hasta El Fin Del Mundo (Live Auditorio Nacional 08),Aleks Syntek,0
961223,Ai Wo Qing shut up (OT: Shotgun(Aka Shot Gun)),Rainie Yang,0
961224,They Didn't Believe Me,Pearl Bailey,1991
961225,When All Colors Turn To L (Learnig To Trust Album Version),David Meece,0
961226,Things Change (Acoustic LP Version),Dwight Yoakam,2000
961227,The Way Home,Hanna Marsh,2008
953036,The Final Scream,Am I Blood,1998
722722,Redemption Day,Sheryl Crow,1996
864717,Consider It Done (Real Life Album Version),Steven Curtis Chapman,1994
953040,Mardito Fiapo De Manga,Joelho De Porco,0
961233,The Flowers of Festiniog,Cheryl Ann Fulton,2004
