business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,type,address_num
-5DifC-lAFioAD_DLVgTMQ,Firehouse Subs,Oakbridge Community,7854 Mineral Point Rd.,Madison,WI,53717.0,43.0605835,-89.5193733,4.0,24,1,"[u'Alcohol: none', u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""]","[u'Restaurants', u'Food', u'Fast Food', u'Delis', u'Sandwiches']","[u'Monday 10:30-21:0', u'Tuesday 10:30-21:0', u'Wednesday 10:30-21:0', u'Thursday 10:30-21:0', u'Friday 10:30-21:0', u'Saturday 10:30-21:0', u'Sunday 10:30-21:0']",business,7854
QHjZpTPQ83OgwPqPTvLJjw,Papa Murphy's,,710 Janeville St,Oregon,WI,53575.0,42.9196873,-89.3765687,2.5,7,1,,"[u'Pizza', u'Restaurants']","[u'Monday 10:0-21:0', u'Tuesday 10:0-21:0', u'Wednesday 10:0-21:0', u'Thursday 10:0-21:0', u'Friday 10:0-22:0', u'Saturday 10:0-22:0', u'Sunday 10:0-21:0']",business,710
alUQ8F8tom1kTsk4353I2A,Copps Food Center,Carpenter-Ridgeway,2502 Shopko Dr,Madison,WI,53704.0,43.112943,-89.349625,2.5,12,0,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Beer', u'Wine & Spirits', u'Meat Shops', u'Food', u'Health Markets', u'Restaurants', u'Specialty Food', u'Delis', u'Grocery']","[u'Monday 6:0-23:0', u'Tuesday 6:0-23:0', u'Wednesday 6:0-23:0', u'Thursday 6:0-23:0', u'Friday 6:0-23:0', u'Saturday 6:0-23:0', u'Sunday 6:0-23:0']",business,2502
UxhEJdt0iacusZP1gmNZAg,Belleville Ale House,,7 W Main St,Belleville,WI,53508.0,42.859945,-89.534453,3.5,9,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'CoatCheck: False', u'GoodForDancing: False', u'HappyHour: False', u'HasTV: False', u""Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 3', u'Smoking: no', u'WheelchairAccessible: True']","[u'Restaurants', u'Nightlife', u'Pubs', u'Bars', u'American (New)']","[u'Thursday 16:0-23:0', u'Friday 16:0-1:0', u'Saturday 16:0-1:0']",business,7
Trs4cEYdP6AX_KihTk9kWQ,Husnu's,Capitol,547 State St,Madison,WI,53703.0,43.0748623,-89.3952974,3.5,66,0,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BYOB: True', u'BYOBCorkage: yes_free', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'Corkage: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Turkish', u'Restaurants', u'Mediterranean']","[u'Monday 9:0-22:0', u'Tuesday 9:0-22:0', u'Wednesday 9:0-22:0', u'Thursday 9:0-22:0', u'Friday 9:0-23:0', u'Saturday 9:0-23:0', u'Sunday 9:0-22:0']",business,547
ugdUuApH3pYXggW5qpbALg,Mr. Torta's,Elvehjem,4527 Cottage Grove Rd,Madison,WI,53716.0,43.083976745,-89.3033632212,3.5,15,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Latin American', u'Restaurants', u'Mexican']","[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-22:0', u'Saturday 11:0-22:0', u'Sunday 11:0-22:0']",business,4527
mVTpWeqWiuJKVOT2p8d4aA,La Rosita Latina Grocery Store,,6005 Monona Dr,Monona,WI,53716.0,43.0544928,-89.325506,4.5,23,1,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no', u'Caters: False']","[u'Latin American', u'Grocery', u'Food', u'Restaurants', u'Mexican']",,business,6005
1PUPTbQRums97s6yfTnA5A,Pooley's,High Crossing,5441 High Crossing Blvd,Madison,WI,53718.0,43.1415824,-89.2849424,3.0,40,1,"[u'Alcohol: full_bar', u'BYOB: False', u'BYOBCorkage: yes_free', u""BestNights: {'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'Corkage: False', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'NoiseLevel: loud']","[u'American (Traditional)', u'Venues & Event Spaces', u'Nightlife', u'Event Planning & Services', u'Sports Bars', u'Bars', u'Restaurants']","[u'Monday 11:0-2:0', u'Tuesday 11:0-2:0', u'Wednesday 11:0-2:0', u'Thursday 11:0-2:0', u'Friday 11:0-2:30', u'Saturday 11:0-2:30', u'Sunday 11:0-2:0']",business,5441
zINKP9rtvo2IUKTZoYJUvQ,Cento,Capitol,122 W Mifflin St,Madison,WI,53703.0,43.074337,-89.387364,4.0,193,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: dressy', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 3', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: False', u'WiFi: free']","[u'Restaurants', u'Italian']","[u'Monday 16:0-22:0', u'Tuesday 16:0-22:0', u'Wednesday 16:0-22:0', u'Thursday 16:0-0:0', u'Friday 16:0-0:0', u'Saturday 10:0-14:0', u'Saturday 16:0-0:0', u'Sunday 10:0-14:0', u'Sunday 16:0-21:0']",business,122
3QfcfPCJSo0z2v1bkdUemQ,Restaurant Magnus,Capitol,120 E Wilson St,Madison,WI,53703.0,43.074057,-89.379716,4.0,33,0,"[u'Alcohol: full_bar', u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'CoatCheck: True', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}"", u'OutdoorSeating: True', u'RestaurantsAttire: dressy', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 3', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: False', u'Smoking: no', u'WheelchairAccessible: True']","[u'Nightlife', u'Restaurants']","[u'Monday 17:0-0:0', u'Tuesday 17:0-0:0', u'Wednesday 17:0-0:0', u'Thursday 17:0-0:0', u'Friday 17:0-2:0', u'Saturday 17:0-2:0']",business,120
qnuBmj3lL_S_QQOmTI9cfw,Orpheum Lobby Restaurant,Capitol,216 State St,Madison,WI,53703.0,43.0748942,-89.3886553,4.0,20,0,"[u'Alcohol: full_bar', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': True}"", u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'Bars', u'Arts & Entertainment', u'American (New)', u'Restaurants', u'Nightlife', u'Cinema']",,business,216
R_wOzSC7CWl38RLtbf-rQQ,Peppino's Restaurant,Capitol,111 S Hamilton St,Madison,WI,53703.0,43.072631,-89.384011,4.0,5,0,"[u'Alcohol: full_bar', u'BYOB: False', u'BYOBCorkage: yes_corkage', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Corkage: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 3', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: False', u'WheelchairAccessible: False']","[u'Italian', u'Restaurants']",,business,111
xkdgCrkgfbI80Htst6-Lbw,Laredo's,,694 S Whitney Way,Madison,WI,53711.0,43.0504226345,-89.4747456908,3.5,72,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'Mexican']","[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-22:30', u'Saturday 11:0-22:0', u'Sunday 11:0-21:0']",business,694
di6TE2800MRMLomLFsmfrg,Burgers + Ethnic Food + BBQ,,126 W Towne Mall,Madison,WI,53719.0,43.0586334579,-89.5049548626,4.0,5,1,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: loud', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True']","[u'Food', u'Imported Food', u'Burgers', u'Ethnic Food', u'Barbeque', u'Restaurants', u'Specialty Food']",,business,126
JEoi9ITPZM58EnZBAubijA,Vintage Brewing Co.,,674 S Whitney Way,Madison,WI,53719.0,43.0509492,-89.4739301,3.5,232,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'ByAppointmentOnly: False', u'Caters: True', u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: no', u'WheelchairAccessible: True', u'WiFi: free']","[u'American (Traditional)', u'Bars', u'Nightlife', u'Food', u'Breweries', u'Restaurants']","[u'Monday 11:0-2:0', u'Tuesday 11:0-2:0', u'Wednesday 11:0-2:0', u'Thursday 11:0-2:0', u'Friday 11:0-2:0', u'Saturday 11:0-2:0', u'Sunday 11:0-2:0']",business,674
KNIIl9Uhlsbq1aQjO_HL7A,DP Dough,Capitol,244 W Gilman St,Madison,WI,53703.0,43.075264,-89.393343,4.0,4,0,"[u'Alcohol: none', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'Restaurants', u'Pizza']",,business,244
8Rydf8hXleCwbCN9nvmZ4Q,Chipotle Mexican Grill,Capitol,658 State St,Madison,WI,53703.0,43.0749023,-89.3967531,4.0,34,1,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Mexican', u'Fast Food', u'Restaurants']","[u'Monday 10:45-22:0', u'Tuesday 10:45-22:0', u'Wednesday 10:45-22:0', u'Thursday 10:45-22:0', u'Friday 10:45-22:0', u'Saturday 10:45-22:0', u'Sunday 10:45-22:0']",business,658
ubEa6XiMt6gOJ9xsUkbpEw,L'Etoile,Capitol,1 S Pinckney St,Madison,WI,53703.0,43.0752894562,-89.3823600336,4.5,201,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}"", u'BYOB: False', u'BYOBCorkage: no', u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'DogsAllowed: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: dressy', u'RestaurantsCounterService: False', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 4', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: False', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'American (New)']","[u'Monday 17:30-0:0', u'Tuesday 17:30-0:0', u'Wednesday 17:30-0:0', u'Thursday 17:30-0:0', u'Friday 17:30-0:0', u'Saturday 17:0-0:0']",business,1
s8sAe29mA8q1eQwdC1qAKw,Wendy's,Capitol,534 State St,Madison,WI,53703.0,43.0751289,-89.394324,1.5,12,1,"[u'Alcohol: none', u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: loud', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Fast Food', u'Burgers', u'Restaurants']",,business,534
UjmVsSLDD7GQRTcLkJ9mfg,AJ Bombers,Capitol,201 W Gorham St,Madison,WI,53703.0,43.075138,-89.39081,3.5,85,0,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Burgers', u'Event Planning & Services', u'Venues & Event Spaces', u'American (Traditional)', u'Restaurants']","[u'Monday 11:30-21:0', u'Tuesday 11:30-21:0', u'Wednesday 11:30-21:0', u'Thursday 11:30-21:0', u'Friday 11:30-22:0', u'Saturday 11:30-22:0', u'Sunday 11:30-21:0']",business,201
skJ-AlN0DT9pmBDz0ixeJw,Parthenon Gyros Restaurant,Capitol,316 State St,Madison,WI,53703.0,43.075014,-89.390617,3.5,116,1,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsCounterService: True', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Greek', u'Mediterranean', u'Restaurants']","[u'Monday 11:0-3:0', u'Tuesday 11:0-3:0', u'Wednesday 11:0-3:0', u'Thursday 11:0-3:0', u'Friday 11:0-3:0', u'Saturday 11:0-3:0', u'Sunday 11:0-3:0']",business,316
TAetQMOQ0MCHAZ4hacJrPQ,Casbah Restaurant,Capitol,119 E Main St,Madison,WI,53703.0,43.0749931,-89.3811037,3.0,16,0,"[u'Alcohol: full_bar', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'WheelchairAccessible: False']","[u'Middle Eastern', u'Restaurants', u'Mediterranean', u'Moroccan']",,business,119
uGCAHzEcSXAhRxtDv0M2dA,Salted Root Coffee House,Regent,11 N Allen St,Madison,WI,53726.0,43.0682558,-89.4235939,5.0,5,0,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'OutdoorSeating: False', u'RestaurantsPriceRange2: 1', u'WiFi: free']","[u'Sandwiches', u'Gluten-Free', u'Restaurants', u'Coffee & Tea', u'Food']","[u'Monday 7:0-17:0', u'Tuesday 7:0-17:0', u'Wednesday 7:0-17:0', u'Thursday 7:0-17:0', u'Friday 7:0-17:0', u'Saturday 7:0-17:0', u'Sunday 7:0-17:0']",business,11
9spk8K9pg5HdDNMNxAlGwg,8 Seasons Grille,Capitol,45 S Bassett St,Madison,WI,53703.0,43.0695351,-89.3896261,3.5,45,0,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'DogsAllowed: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'American (Traditional)', u'American (New)', u'Restaurants', u'Steakhouses']","[u'Wednesday 16:0-21:0', u'Thursday 16:0-21:0', u'Friday 16:0-22:0', u'Saturday 9:0-22:0', u'Sunday 9:0-21:0']",business,45
