R,apikey,id,name,url,location,switch_to_order_menu,cuisines,average_cost_for_two,price_range,currency,offers,thumb,user_rating,photos_url,menu_url,featured_image,has_online_delivery,is_delivering_now,deeplink,has_table_booking,events_url,establishment_types,address,locality,city,city_id,latitude,longitude,zipcode,country_id,locality_verbose,address_num
"OrderedDict([(u'res_id', 17501745)])",1719841032c7a280070d7a7a197fd150,17501745,Red Barn Tavern,https://www.zomato.com/madison-wi/red-barn-tavern-evansville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'7530 North County Road M, Evansville, WI 53536'), (u'locality', u'Evansville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.7813000000'), (u'longitude', u'-89.2744000000'), (u'zipcode', u'53536'), (u'country_id', 216), (u'locality_verbose', u'Evansville, Madison')])",0,Bar Food,0,1,$,[],,"OrderedDict([(u'aggregate_rating', u'0'), (u'rating_text', u'Not rated'), (u'rating_color', u'CBCBC8'), (u'votes', u'1')])",https://www.zomato.com/madison-wi/red-barn-tavern-evansville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/red-barn-tavern-evansville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501745,0,https://www.zomato.com/madison-wi/red-barn-tavern-evansville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"7530 North County Road M, Evansville, WI 53536",Evansville,Madison,1264,42.7813,-89.2744,53536.0,216,"Evansville, Madison",7530
"OrderedDict([(u'res_id', 17501746)])",1719841032c7a280070d7a7a197fd150,17501746,McDonald's,https://www.zomato.com/madison-wi/mcdonalds-16-evansville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'9 J Lindemann Dr, Evansville, WI 53536'), (u'locality', u'Evansville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.7787000000'), (u'longitude', u'-89.2712000000'), (u'zipcode', u'53536'), (u'country_id', 216), (u'locality_verbose', u'Evansville, Madison')])",0,Fast Food,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.5'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'6')])",https://www.zomato.com/madison-wi/mcdonalds-16-evansville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/mcdonalds-16-evansville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501746,0,https://www.zomato.com/madison-wi/mcdonalds-16-evansville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"9 J Lindemann Dr, Evansville, WI 53536",Evansville,Madison,1264,42.7787,-89.2712,53536.0,216,"Evansville, Madison",9
"OrderedDict([(u'res_id', 17501747)])",1719841032c7a280070d7a7a197fd150,17501747,Night Owl Food & Spirits,https://www.zomato.com/madison-wi/night-owl-food-spirits-evansville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'19 E Main St, Evansville, WI 53536'), (u'locality', u'Evansville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.7802000000'), (u'longitude', u'-89.2986000000'), (u'zipcode', u'53536'), (u'country_id', 216), (u'locality_verbose', u'Evansville, Madison')])",0,American,25,2,$,[],,"OrderedDict([(u'aggregate_rating', u'3.0'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'10')])",https://www.zomato.com/madison-wi/night-owl-food-spirits-evansville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/night-owl-food-spirits-evansville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501747,0,https://www.zomato.com/madison-wi/night-owl-food-spirits-evansville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"19 E Main St, Evansville, WI 53536",Evansville,Madison,1264,42.7802,-89.2986,53536.0,216,"Evansville, Madison",19
"OrderedDict([(u'res_id', 17501748)])",1719841032c7a280070d7a7a197fd150,17501748,Pete's Inn,https://www.zomato.com/madison-wi/petes-inn-evansville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'14 N Madison St, Evansville, WI 53536'), (u'locality', u'Evansville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.7807000000'), (u'longitude', u'-89.2990000000'), (u'zipcode', u'53536'), (u'country_id', 216), (u'locality_verbose', u'Evansville, Madison')])",0,"American, Bar Food",0,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.8'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'4')])",https://www.zomato.com/madison-wi/petes-inn-evansville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/petes-inn-evansville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501748,0,https://www.zomato.com/madison-wi/petes-inn-evansville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"14 N Madison St, Evansville, WI 53536",Evansville,Madison,1264,42.7807,-89.299,53536.0,216,"Evansville, Madison",14
"OrderedDict([(u'res_id', 17501752)])",1719841032c7a280070d7a7a197fd150,17501752,Romano's Pizzeria,https://www.zomato.com/madison-wi/romanos-pizzeria-evansville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'50 Union St, Evansville, WI 53536'), (u'locality', u'Evansville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.7816000000'), (u'longitude', u'-89.2943000000'), (u'zipcode', u'53536'), (u'country_id', 216), (u'locality_verbose', u'Evansville, Madison')])",0,"Pizza, Sandwich",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.4'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'33')])",https://www.zomato.com/madison-wi/romanos-pizzeria-evansville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/romanos-pizzeria-evansville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501752,0,https://www.zomato.com/madison-wi/romanos-pizzeria-evansville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"50 Union St, Evansville, WI 53536",Evansville,Madison,1264,42.7816,-89.2943,53536.0,216,"Evansville, Madison",50
"OrderedDict([(u'res_id', 17501754)])",1719841032c7a280070d7a7a197fd150,17501754,Subway,https://www.zomato.com/madison-wi/subway-22-evansville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'40 Union St, Evansville, WI 53536'), (u'locality', u'Evansville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.7802000000'), (u'longitude', u'-89.2983000000'), (u'zipcode', u'53536'), (u'country_id', 216), (u'locality_verbose', u'Evansville, Madison')])",0,Fast Food,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.7'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'4')])",https://www.zomato.com/madison-wi/subway-22-evansville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/subway-22-evansville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501754,0,https://www.zomato.com/madison-wi/subway-22-evansville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"40 Union St, Evansville, WI 53536",Evansville,Madison,1264,42.7802,-89.2983,53536.0,216,"Evansville, Madison",40
"OrderedDict([(u'res_id', 17501756)])",1719841032c7a280070d7a7a197fd150,17501756,Casino Supper Club,https://www.zomato.com/madison-wi/casino-supper-club-fall-river?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'N3233 Seier Rd, Fall River, WI 53932'), (u'locality', u'Fall River'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.3942000000'), (u'longitude', u'-89.1047000000'), (u'zipcode', u'53932'), (u'country_id', 216), (u'locality_verbose', u'Fall River, Madison')])",0,"Diner, Seafood",25,2,$,[],,"OrderedDict([(u'aggregate_rating', u'2.9'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'7')])",https://www.zomato.com/madison-wi/casino-supper-club-fall-river/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/casino-supper-club-fall-river/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501756,0,https://www.zomato.com/madison-wi/casino-supper-club-fall-river/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"N3233 Seier Rd, Fall River, WI 53932",Fall River,Madison,1264,43.3942,-89.1047,53932.0,216,"Fall River, Madison",3233
"OrderedDict([(u'res_id', 17501757)])",1719841032c7a280070d7a7a197fd150,17501757,Cj's Bar,https://www.zomato.com/madison-wi/cjs-bar-fall-river?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'538 S Main St, Fall River, WI 53932'), (u'locality', u'Fall River'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.3823000000'), (u'longitude', u'-89.0554000000'), (u'zipcode', u'53932'), (u'country_id', 216), (u'locality_verbose', u'Fall River, Madison')])",0,American,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'12')])",https://www.zomato.com/madison-wi/cjs-bar-fall-river/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/cjs-bar-fall-river/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501757,0,https://www.zomato.com/madison-wi/cjs-bar-fall-river/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"538 S Main St, Fall River, WI 53932",Fall River,Madison,1264,43.3823,-89.0554,53932.0,216,"Fall River, Madison",538
"OrderedDict([(u'res_id', 17501758)])",1719841032c7a280070d7a7a197fd150,17501758,E Z Axis,https://www.zomato.com/madison-wi/e-z-axis-fall-river?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'310 N Main St, Fall River, WI 53932'), (u'locality', u'Fall River'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.3877000000'), (u'longitude', u'-89.0440000000'), (u'zipcode', u'53932'), (u'country_id', 216), (u'locality_verbose', u'Fall River, Madison')])",0,"American, BBQ, Bar Food",0,1,$,[],,"OrderedDict([(u'aggregate_rating', u'0'), (u'rating_text', u'Not rated'), (u'rating_color', u'CBCBC8'), (u'votes', u'2')])",https://www.zomato.com/madison-wi/e-z-axis-fall-river/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/e-z-axis-fall-river/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501758,0,https://www.zomato.com/madison-wi/e-z-axis-fall-river/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"310 N Main St, Fall River, WI 53932",Fall River,Madison,1264,43.3877,-89.044,53932.0,216,"Fall River, Madison",310
"OrderedDict([(u'res_id', 17501759)])",1719841032c7a280070d7a7a197fd150,17501759,Fall Inn Cafe,https://www.zomato.com/madison-wi/fall-inn-cafe-fall-river?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'722 S Main St, Fall River, WI 53932'), (u'locality', u'Fall River'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.3804000000'), (u'longitude', u'-89.0613000000'), (u'zipcode', u'53932'), (u'country_id', 216), (u'locality_verbose', u'Fall River, Madison')])",0,"Diner, Indian",0,1,$,[],,"OrderedDict([(u'aggregate_rating', u'0'), (u'rating_text', u'Not rated'), (u'rating_color', u'CBCBC8'), (u'votes', u'3')])",https://www.zomato.com/madison-wi/fall-inn-cafe-fall-river/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/fall-inn-cafe-fall-river/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501759,0,https://www.zomato.com/madison-wi/fall-inn-cafe-fall-river/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"722 S Main St, Fall River, WI 53932",Fall River,Madison,1264,43.3804,-89.0613,53932.0,216,"Fall River, Madison",722
"OrderedDict([(u'res_id', 17501765)])",1719841032c7a280070d7a7a197fd150,17501765,Barriques Market,https://www.zomato.com/madison-wi/barriques-market-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'5957 Mckee Rd Ste 5, Fitchburg, WI 53719'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0153000000'), (u'longitude', u'-89.4576000000'), (u'zipcode', u'53719'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,"Coffee and Tea, Sandwich",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.6'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'81')])",https://www.zomato.com/madison-wi/barriques-market-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/barriques-market-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501765,0,https://www.zomato.com/madison-wi/barriques-market-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"5957 Mckee Rd Ste 5, Fitchburg, WI 53719",Fitchburg,Madison,1264,43.0153,-89.4576,53719.0,216,"Fitchburg, Madison",5957
"OrderedDict([(u'res_id', 17501766)])",1719841032c7a280070d7a7a197fd150,17501766,Benvenuto's Italian Grill,https://www.zomato.com/madison-wi/benvenutos-italian-grill-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'2949 Triverton Pike Drive, Fitchburg, WI 53711'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0156000000'), (u'longitude', u'-89.4287000000'), (u'zipcode', u'53711'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,Italian,25,2,$,[],,"OrderedDict([(u'aggregate_rating', u'3.7'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'134')])",https://www.zomato.com/madison-wi/benvenutos-italian-grill-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/benvenutos-italian-grill-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501766,0,https://www.zomato.com/madison-wi/benvenutos-italian-grill-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"2949 Triverton Pike Drive, Fitchburg, WI 53711",Fitchburg,Madison,1264,43.0156,-89.4287,53711.0,216,"Fitchburg, Madison",2949
"OrderedDict([(u'res_id', 17501770)])",1719841032c7a280070d7a7a197fd150,17501770,Chang Jiang,https://www.zomato.com/madison-wi/chang-jiang-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'2935 S Fish Hatchery Rd Ste 9, Fitchburg, WI 53711'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0151000000'), (u'longitude', u'-89.4258000000'), (u'zipcode', u'53711'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,Chinese,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.5'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'65')])",https://www.zomato.com/madison-wi/chang-jiang-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/chang-jiang-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501770,0,https://www.zomato.com/madison-wi/chang-jiang-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"2935 S Fish Hatchery Rd Ste 9, Fitchburg, WI 53711",Fitchburg,Madison,1264,43.0151,-89.4258,53711.0,216,"Fitchburg, Madison",2935
"OrderedDict([(u'res_id', 17501772)])",1719841032c7a280070d7a7a197fd150,17501772,Curry in the Box,https://www.zomato.com/madison-wi/curry-in-the-box-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'3050 Cahill Main Ste 4, Fitchburg, WI 53711'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0204000000'), (u'longitude', u'-89.4198000000'), (u'zipcode', u'53711'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,"Indian, Thai",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.9'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'157')])",https://www.zomato.com/madison-wi/curry-in-the-box-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/curry-in-the-box-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501772,0,https://www.zomato.com/madison-wi/curry-in-the-box-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"3050 Cahill Main Ste 4, Fitchburg, WI 53711",Fitchburg,Madison,1264,43.0204,-89.4198,53711.0,216,"Fitchburg, Madison",3050
"OrderedDict([(u'res_id', 17501773)])",1719841032c7a280070d7a7a197fd150,17501773,Dairy Queen,https://www.zomato.com/madison-wi/dairy-queen-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'3030 Fish Hatchery Rd, Fitchburg, WI 53713'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0254000000'), (u'longitude', u'-89.4138000000'), (u'zipcode', u'53713'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,"Fast Food, Ice Cream",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.8'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'6')])",https://www.zomato.com/madison-wi/dairy-queen-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/dairy-queen-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501773,0,https://www.zomato.com/madison-wi/dairy-queen-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"3030 Fish Hatchery Rd, Fitchburg, WI 53713",Fitchburg,Madison,1264,43.0254,-89.4138,53713.0,216,"Fitchburg, Madison",3030
"OrderedDict([(u'res_id', 17501778)])",1719841032c7a280070d7a7a197fd150,17501778,Grand China Restaurant,https://www.zomato.com/madison-wi/grand-china-restaurant-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'3034 Fish Hatchery Rd, Fitchburg, WI 53713'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0251000000'), (u'longitude', u'-89.4141000000'), (u'zipcode', u'53713'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,Chinese,0,1,$,[],,"OrderedDict([(u'aggregate_rating', u'0'), (u'rating_text', u'Not rated'), (u'rating_color', u'CBCBC8'), (u'votes', u'1')])",https://www.zomato.com/madison-wi/grand-china-restaurant-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/grand-china-restaurant-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501778,0,https://www.zomato.com/madison-wi/grand-china-restaurant-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"3034 Fish Hatchery Rd, Fitchburg, WI 53713",Fitchburg,Madison,1264,43.0251,-89.4141,53713.0,216,"Fitchburg, Madison",3034
"OrderedDict([(u'res_id', 17501779)])",1719841032c7a280070d7a7a197fd150,17501779,Great Dane Pub & Brewing,https://www.zomato.com/madison-wi/great-dane-pub-brewing-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'2980 Cahill Main, Fitchburg, WI 53711'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0187000000'), (u'longitude', u'-89.4223000000'), (u'zipcode', u'53711'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,American,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'4.0'), (u'rating_text', u'Very Good'), (u'rating_color', u'5BA829'), (u'votes', u'244')])",https://www.zomato.com/madison-wi/great-dane-pub-brewing-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/great-dane-pub-brewing-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501779,0,https://www.zomato.com/madison-wi/great-dane-pub-brewing-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"2980 Cahill Main, Fitchburg, WI 53711",Fitchburg,Madison,1264,43.0187,-89.4223,53711.0,216,"Fitchburg, Madison",2980
"OrderedDict([(u'res_id', 17501780)])",1719841032c7a280070d7a7a197fd150,17501780,La Concha Bakery,https://www.zomato.com/madison-wi/la-concha-bakery-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'3056 Fish Hatchery Rd, Fitchburg, WI 53713'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0281000000'), (u'longitude', u'-89.4116000000'), (u'zipcode', u'53713'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,"Mexican, Sandwich",25,2,$,[],,"OrderedDict([(u'aggregate_rating', u'3.5'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'52')])",https://www.zomato.com/madison-wi/la-concha-bakery-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/la-concha-bakery-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501780,0,https://www.zomato.com/madison-wi/la-concha-bakery-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"3056 Fish Hatchery Rd, Fitchburg, WI 53713",Fitchburg,Madison,1264,43.0281,-89.4116,53713.0,216,"Fitchburg, Madison",3056
"OrderedDict([(u'res_id', 17501782)])",1719841032c7a280070d7a7a197fd150,17501782,Little Caesars Pizza,https://www.zomato.com/madison-wi/little-caesars-pizza-1-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'3042 Fish Hatchery Rd, Fitchburg, WI 53713'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0251087000'), (u'longitude', u'-89.4140705000'), (u'zipcode', u'53713'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,"Fast Food, Pizza",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.9'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'11')])",https://www.zomato.com/madison-wi/little-caesars-pizza-1-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/little-caesars-pizza-1-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501782,0,https://www.zomato.com/madison-wi/little-caesars-pizza-1-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"3042 Fish Hatchery Rd, Fitchburg, WI 53713",Fitchburg,Madison,1264,43.0251087,-89.4140705,53713.0,216,"Fitchburg, Madison",3042
"OrderedDict([(u'res_id', 17501784)])",1719841032c7a280070d7a7a197fd150,17501784,McDonald's,https://www.zomato.com/madison-wi/mcdonalds-3-fitchburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'2845 Fish Hatchery Rd, Fitchburg, WI 53713'), (u'locality', u'Fitchburg'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0299000000'), (u'longitude', u'-89.4099000000'), (u'zipcode', u'53713'), (u'country_id', 216), (u'locality_verbose', u'Fitchburg, Madison')])",0,Fast Food,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'1.9'), (u'rating_text', u'Poor'), (u'rating_color', u'DE1D0F'), (u'votes', u'24')])",https://www.zomato.com/madison-wi/mcdonalds-3-fitchburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/mcdonalds-3-fitchburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501784,0,https://www.zomato.com/madison-wi/mcdonalds-3-fitchburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"2845 Fish Hatchery Rd, Fitchburg, WI 53713",Fitchburg,Madison,1264,43.0299,-89.4099,53713.0,216,"Fitchburg, Madison",2845
